SR_RETURNED_DATE_SK,SR_RETURN_TIME_SK,SR_ITEM_SK,SR_CUSTOMER_SK,SR_CDEMO_SK,SR_HDEMO_SK,SR_ADDR_SK,SR_STORE_SK,SR_REASON_SK,SR_TICKET_NUMBER,SR_RETURN_QUANTITY,SR_RETURN_AMT,SR_RETURN_TAX,SR_RETURN_AMT_INC_TAX,SR_FEE,SR_RETURN_SHIP_COST,SR_REFUNDED_CASH,SR_REVERSED_CHARGE,SR_STORE_CREDIT,SR_NET_LOSS
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,12074529663,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,3769983987,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,23869983903,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,15919984311,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,2433620315,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,2815438507,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,7008620437,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,8379075019,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,54498.0,189883,95663326.0,1871455.0,5090.0,33420772.0,10.0,11.0,18134160970,67.0,692.11,62.28,754.39,4.82,1186.57,41.52,520.47,130.12,1253.67
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,2849529417,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,3326802157,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,16294984321,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,7765438639,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,2324529403,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,7158620441,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,20235893430,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,6851802251,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,3469983979,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,11972256933,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,15504075209,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,15313166113,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,12865438775,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,2985893057,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,12694984225,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,3176802153,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,20133620715,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,44971.0,189883,18644821.0,1048035.0,1699.0,26136963.0,454.0,38.0,1260704853,50.0,161.50,9.69,171.19,90.21,706.50,96.90,27.13,37.47,806.40
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,11556347831,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,16172257045,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,2883620327,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,12047256935,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,19513166225,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,15054075197,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,3435893069,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,2194983945,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,12040438753,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,11106347819,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,6742711339,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,16158620681,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,17147257071,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,6960893163,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,12585893313,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,19929075285,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,7922256825,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,7683620455,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,19779075303,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,12183620575,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,12333620579,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,7710893183,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,23788165731,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,15197257019,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,8269984107,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,3129074879,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,23815438455,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,19376802585,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,12394984217,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,16117711589,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,20917711530,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,7819984095,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,8331347745,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,19949529828,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,8454075021,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,15763166125,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,3790438533,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,15347257023,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,16492711599,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,21442711467,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,6469984059,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,8529075023,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,3701802167,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,7963165917,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,3449529433,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,10813165993,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,15797257035,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,11304075097,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,12374529671,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,15204075201,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,10894984177,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,19383620767,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,15940438857,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,20631347928,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,44971.0,189883,18644821.0,1048035.0,1699.0,26136963.0,454.0,38.0,9850639445,50.0,161.50,9.69,171.19,90.21,706.50,96.90,27.13,37.47,806.40
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,3422256705,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,17174529799,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,2747256687,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,52810.0,189885,11072691.0,1059814.0,2145.0,22829276.0,454.0,41.0,23129401007,28.0,3858.12,308.64,4166.76,49.49,753.76,2932.17,287.04,638.91,1111.89
2452414,50374.0,189885,21072170.0,748802.0,2061.0,24311320.0,1423.0,10.0,9584948510,19.0,877.23,70.17,947.40,67.96,339.91,368.43,122.11,386.69,478.04
2452414,52810.0,189885,11072691.0,1059814.0,2145.0,22829276.0,454.0,41.0,14539466415,28.0,3858.12,308.64,4166.76,49.49,753.76,2932.17,287.04,638.91,1111.89
2452414,60691.0,189885,48493134.0,1830610.0,86.0,5223162.0,1870.0,14.0,4663895193,26.0,824.46,57.71,882.17,85.76,725.40,387.49,244.70,192.27,868.87
2452414,52810.0,189885,11072691.0,1059814.0,2145.0,22829276.0,454.0,41.0,5949531823,28.0,3858.12,308.64,4166.76,49.49,753.76,2932.17,287.04,638.91,1111.89
2452414,60691.0,189885,48493134.0,1830610.0,86.0,5223162.0,1870.0,14.0,17548797081,26.0,824.46,57.71,882.17,85.76,725.40,387.49,244.70,192.27,868.87
2452414,49221.0,189885,97416723.0,248432.0,196.0,37242360.0,1429.0,66.0,8920700421,13.0,86.32,3.45,89.77,24.25,70.33,2.58,4.18,79.56,98.03
2452414,60691.0,189885,48493134.0,1830610.0,86.0,5223162.0,1870.0,14.0,8958862489,26.0,824.46,57.71,882.17,85.76,725.40,387.49,244.70,192.27,868.87
2452414,52810.0,189885,11072691.0,1059814.0,2145.0,22829276.0,454.0,41.0,18834433711,28.0,3858.12,308.64,4166.76,49.49,753.76,2932.17,287.04,638.91,1111.89
2452414,49221.0,189885,97416723.0,248432.0,196.0,37242360.0,1429.0,66.0,17510635013,13.0,86.32,3.45,89.77,24.25,70.33,2.58,4.18,79.56,98.03
2452414,50374.0,189885,21072170.0,748802.0,2061.0,24311320.0,1423.0,10.0,13879915806,19.0,877.23,70.17,947.40,67.96,339.91,368.43,122.11,386.69,478.04
2452414,31678.0,189885,84495412.0,1281237.0,3294.0,13012104.0,1396.0,68.0,23062426500,71.0,2707.94,135.39,2843.33,39.25,574.39,108.31,467.93,2131.70,749.03
2452414,45947.0,189885,31733101.0,322335.0,3285.0,28460235.0,1339.0,7.0,313443395,71.0,3927.01,235.62,4162.63,64.93,2379.92,981.75,147.26,2798.00,2680.47
2452414,45947.0,189885,31733101.0,322335.0,3285.0,28460235.0,1339.0,7.0,8903377987,71.0,3927.01,235.62,4162.63,64.93,2379.92,981.75,147.26,2798.00,2680.47
2452414,31678.0,189885,84495412.0,1281237.0,3294.0,13012104.0,1396.0,68.0,18767459204,71.0,2707.94,135.39,2843.33,39.25,574.39,108.31,467.93,2131.70,749.03
2452414,49221.0,189885,97416723.0,248432.0,196.0,37242360.0,1429.0,66.0,13215667717,13.0,86.32,3.45,89.77,24.25,70.33,2.58,4.18,79.56,98.03
2452414,60691.0,189885,48493134.0,1830610.0,86.0,5223162.0,1870.0,14.0,368927897,26.0,824.46,57.71,882.17,85.76,725.40,387.49,244.70,192.27,868.87
2452414,49221.0,189885,97416723.0,248432.0,196.0,37242360.0,1429.0,66.0,4625733125,13.0,86.32,3.45,89.77,24.25,70.33,2.58,4.18,79.56,98.03
2452414,31678.0,189885,84495412.0,1281237.0,3294.0,13012104.0,1396.0,68.0,10177524612,71.0,2707.94,135.39,2843.33,39.25,574.39,108.31,467.93,2131.70,749.03
2452414,50374.0,189885,21072170.0,748802.0,2061.0,24311320.0,1423.0,10.0,22469850398,19.0,877.23,70.17,947.40,67.96,339.91,368.43,122.11,386.69,478.04
2452414,49221.0,189885,97416723.0,248432.0,196.0,37242360.0,1429.0,66.0,21805602309,13.0,86.32,3.45,89.77,24.25,70.33,2.58,4.18,79.56,98.03
2452414,45947.0,189885,31733101.0,322335.0,3285.0,28460235.0,1339.0,7.0,21788279875,71.0,3927.01,235.62,4162.63,64.93,2379.92,981.75,147.26,2798.00,2680.47
2452414,50374.0,189885,21072170.0,748802.0,2061.0,24311320.0,1423.0,10.0,5289981214,19.0,877.23,70.17,947.40,67.96,339.91,368.43,122.11,386.69,478.04
2452414,50374.0,189885,21072170.0,748802.0,2061.0,24311320.0,1423.0,10.0,995013918,19.0,877.23,70.17,947.40,67.96,339.91,368.43,122.11,386.69,478.04
2452414,49221.0,189885,97416723.0,248432.0,196.0,37242360.0,1429.0,66.0,330765829,13.0,86.32,3.45,89.77,24.25,70.33,2.58,4.18,79.56,98.03
2452414,45947.0,189885,31733101.0,322335.0,3285.0,28460235.0,1339.0,7.0,13198345283,71.0,3927.01,235.62,4162.63,64.93,2379.92,981.75,147.26,2798.00,2680.47
2452414,60691.0,189885,48493134.0,1830610.0,86.0,5223162.0,1870.0,14.0,21843764377,26.0,824.46,57.71,882.17,85.76,725.40,387.49,244.70,192.27,868.87
2452414,52810.0,189885,11072691.0,1059814.0,2145.0,22829276.0,454.0,41.0,1654564527,28.0,3858.12,308.64,4166.76,49.49,753.76,2932.17,287.04,638.91,1111.89
2452414,52810.0,189885,11072691.0,1059814.0,2145.0,22829276.0,454.0,41.0,10244499119,28.0,3858.12,308.64,4166.76,49.49,753.76,2932.17,287.04,638.91,1111.89
2452414,50374.0,189885,21072170.0,748802.0,2061.0,24311320.0,1423.0,10.0,18174883102,19.0,877.23,70.17,947.40,67.96,339.91,368.43,122.11,386.69,478.04
2452414,45947.0,189885,31733101.0,322335.0,3285.0,28460235.0,1339.0,7.0,17493312579,71.0,3927.01,235.62,4162.63,64.93,2379.92,981.75,147.26,2798.00,2680.47
2452414,31678.0,189885,84495412.0,1281237.0,3294.0,13012104.0,1396.0,68.0,1587590020,71.0,2707.94,135.39,2843.33,39.25,574.39,108.31,467.93,2131.70,749.03
2452414,31678.0,189885,84495412.0,1281237.0,3294.0,13012104.0,1396.0,68.0,14472491908,71.0,2707.94,135.39,2843.33,39.25,574.39,108.31,467.93,2131.70,749.03
2452414,31678.0,189885,84495412.0,1281237.0,3294.0,13012104.0,1396.0,68.0,5882557316,71.0,2707.94,135.39,2843.33,39.25,574.39,108.31,467.93,2131.70,749.03
2452414,45947.0,189885,31733101.0,322335.0,3285.0,28460235.0,1339.0,7.0,4608410691,71.0,3927.01,235.62,4162.63,64.93,2379.92,981.75,147.26,2798.00,2680.47
2452414,60691.0,189885,48493134.0,1830610.0,86.0,5223162.0,1870.0,14.0,13253829785,26.0,824.46,57.71,882.17,85.76,725.40,387.49,244.70,192.27,868.87
2452414,50979.0,189887,71215178.0,1835243.0,3867.0,10377291.0,1729.0,39.0,23621402139,1.0,8.49,0.08,8.57,50.70,1.80,8.40,0.05,0.04,52.58
2452414,50979.0,189887,71215178.0,1835243.0,3867.0,10377291.0,1729.0,39.0,19326434843,1.0,8.49,0.08,8.57,50.70,1.80,8.40,0.05,0.04,52.58
2452414,58464.0,189887,50583300.0,1720912.0,2404.0,23310296.0,1057.0,55.0,8630556960,20.0,1140.20,91.21,1231.41,72.78,310.80,900.75,181.98,57.47,474.79
2452414,50979.0,189887,71215178.0,1835243.0,3867.0,10377291.0,1729.0,39.0,10736500251,1.0,8.49,0.08,8.57,50.70,1.80,8.40,0.05,0.04,52.58
2452414,58464.0,189887,50583300.0,1720912.0,2404.0,23310296.0,1057.0,55.0,4335589664,20.0,1140.20,91.21,1231.41,72.78,310.80,900.75,181.98,57.47,474.79
2452414,58464.0,189887,50583300.0,1720912.0,2404.0,23310296.0,1057.0,55.0,40622368,20.0,1140.20,91.21,1231.41,72.78,310.80,900.75,181.98,57.47,474.79
2452414,50979.0,189887,71215178.0,1835243.0,3867.0,10377291.0,1729.0,39.0,6441532955,1.0,8.49,0.08,8.57,50.70,1.80,8.40,0.05,0.04,52.58
2452414,58464.0,189887,50583300.0,1720912.0,2404.0,23310296.0,1057.0,55.0,21515458848,20.0,1140.20,91.21,1231.41,72.78,310.80,900.75,181.98,57.47,474.79
2452414,50979.0,189887,71215178.0,1835243.0,3867.0,10377291.0,1729.0,39.0,15031467547,1.0,8.49,0.08,8.57,50.70,1.80,8.40,0.05,0.04,52.58
2452414,50979.0,189887,71215178.0,1835243.0,3867.0,10377291.0,1729.0,39.0,2146565659,1.0,8.49,0.08,8.57,50.70,1.80,8.40,0.05,0.04,52.58
2452414,58464.0,189887,50583300.0,1720912.0,2404.0,23310296.0,1057.0,55.0,12925524256,20.0,1140.20,91.21,1231.41,72.78,310.80,900.75,181.98,57.47,474.79
2452414,58464.0,189887,50583300.0,1720912.0,2404.0,23310296.0,1057.0,55.0,17220491552,20.0,1140.20,91.21,1231.41,72.78,310.80,900.75,181.98,57.47,474.79
2452414,60123.0,189888,36149365.0,1795214.0,2756.0,7275545.0,1478.0,1.0,22550105400,44.0,0.00,0.00,0.00,81.16,1334.52,0.00,0.00,0.00,1415.68
2452414,55304.0,189888,72897165.0,1732062.0,6608.0,9080354.0,316.0,18.0,13004539243,11.0,88.66,2.65,91.31,6.90,305.47,87.77,0.26,0.63,315.02
2452414,55304.0,189888,72897165.0,1732062.0,6608.0,9080354.0,316.0,18.0,21594473835,11.0,88.66,2.65,91.31,6.90,305.47,87.77,0.26,0.63,315.02
2452414,55304.0,189888,72897165.0,1732062.0,6608.0,9080354.0,316.0,18.0,17299506539,11.0,88.66,2.65,91.31,6.90,305.47,87.77,0.26,0.63,315.02
2452414,55304.0,189888,72897165.0,1732062.0,6608.0,9080354.0,316.0,18.0,4414604651,11.0,88.66,2.65,91.31,6.90,305.47,87.77,0.26,0.63,315.02
2452414,45605.0,189888,14770875.0,1085779.0,2227.0,24066322.0,1210.0,68.0,857263271,11.0,109.45,9.85,119.30,32.02,205.37,87.56,5.91,15.98,247.24
2452414,60123.0,189888,36149365.0,1795214.0,2756.0,7275545.0,1478.0,1.0,1075268920,44.0,0.00,0.00,0.00,81.16,1334.52,0.00,0.00,0.00,1415.68
2452414,43395.0,189888,18676733.0,447747.0,1009.0,33956671.0,1369.0,70.0,1369861790,1.0,64.65,5.81,70.46,49.49,3.59,51.07,5.70,7.88,58.89
2452414,43395.0,189888,18676733.0,447747.0,1009.0,33956671.0,1369.0,70.0,22844698270,1.0,64.65,5.81,70.46,49.49,3.59,51.07,5.70,7.88,58.89
2452414,45605.0,189888,14770875.0,1085779.0,2227.0,24066322.0,1210.0,68.0,13742165159,11.0,109.45,9.85,119.30,32.02,205.37,87.56,5.91,15.98,247.24
2452414,55304.0,189888,72897165.0,1732062.0,6608.0,9080354.0,316.0,18.0,8709571947,11.0,88.66,2.65,91.31,6.90,305.47,87.77,0.26,0.63,315.02
2452414,45605.0,189888,14770875.0,1085779.0,2227.0,24066322.0,1210.0,68.0,18037132455,11.0,109.45,9.85,119.30,32.02,205.37,87.56,5.91,15.98,247.24
2452414,55304.0,189888,72897165.0,1732062.0,6608.0,9080354.0,316.0,18.0,119637355,11.0,88.66,2.65,91.31,6.90,305.47,87.77,0.26,0.63,315.02
2452414,43395.0,189888,18676733.0,447747.0,1009.0,33956671.0,1369.0,70.0,14254763678,1.0,64.65,5.81,70.46,49.49,3.59,51.07,5.70,7.88,58.89
2452414,43395.0,189888,18676733.0,447747.0,1009.0,33956671.0,1369.0,70.0,5664829086,1.0,64.65,5.81,70.46,49.49,3.59,51.07,5.70,7.88,58.89
2452414,60123.0,189888,36149365.0,1795214.0,2756.0,7275545.0,1478.0,1.0,5370236216,44.0,0.00,0.00,0.00,81.16,1334.52,0.00,0.00,0.00,1415.68
2452414,60123.0,189888,36149365.0,1795214.0,2756.0,7275545.0,1478.0,1.0,13960170808,44.0,0.00,0.00,0.00,81.16,1334.52,0.00,0.00,0.00,1415.68
2452414,45605.0,189888,14770875.0,1085779.0,2227.0,24066322.0,1210.0,68.0,22332099751,11.0,109.45,9.85,119.30,32.02,205.37,87.56,5.91,15.98,247.24
2452414,45605.0,189888,14770875.0,1085779.0,2227.0,24066322.0,1210.0,68.0,5152230567,11.0,109.45,9.85,119.30,32.02,205.37,87.56,5.91,15.98,247.24
2452414,60123.0,189888,36149365.0,1795214.0,2756.0,7275545.0,1478.0,1.0,18255138104,44.0,0.00,0.00,0.00,81.16,1334.52,0.00,0.00,0.00,1415.68
2452414,60123.0,189888,36149365.0,1795214.0,2756.0,7275545.0,1478.0,1.0,9665203512,44.0,0.00,0.00,0.00,81.16,1334.52,0.00,0.00,0.00,1415.68
