CR_RETURNED_DATE_SK,CR_RETURNED_TIME_SK,CR_ITEM_SK,CR_REFUNDED_CUSTOMER_SK,CR_REFUNDED_CDEMO_SK,CR_REFUNDED_HDEMO_SK,CR_REFUNDED_ADDR_SK,CR_RETURNING_CUSTOMER_SK,CR_RETURNING_CDEMO_SK,CR_RETURNING_HDEMO_SK,CR_RETURNING_ADDR_SK,CR_CALL_CENTER_SK,CR_CATALOG_PAGE_SK,CR_SHIP_MODE_SK,CR_WAREHOUSE_SK,CR_REASON_SK,CR_ORDER_NUMBER,CR_RETURN_QUANTITY,CR_RETURN_AMOUNT,CR_RETURN_TAX,CR_RETURN_AMT_INC_TAX,CR_FEE,CR_RETURN_SHIP_COST,CR_REFUNDED_CASH,CR_REVERSED_CHARGE,CR_STORE_CREDIT,CR_NET_LOSS
2452323,62547,444573,18903876.0,199827.0,3331.0,39324882.0,8515892.0,1140890.0,3180.0,20235070.0,31.0,25695.0,20.0,30.0,45.0,11023617031,62.0,1974.08,59.22,2033.30,65.30,1298.90,1816.15,124.76,33.17,1423.42
2452323,21865,444573,28079401.0,1045314.0,1980.0,25401846.0,56826840.0,1077018.0,6860.0,18626749.0,25.0,28798.0,2.0,14.0,53.0,11122885044,36.0,2845.44,142.27,2987.71,40.33,603.36,540.63,2074.32,230.49,785.96
2452323,21865,444573,28079401.0,1045314.0,1980.0,25401846.0,56826840.0,1077018.0,6860.0,18626749.0,25.0,28798.0,2.0,14.0,53.0,11118339590,36.0,2845.44,142.27,2987.71,40.33,603.36,540.63,2074.32,230.49,785.96
2452323,55646,444573,77607870.0,1110485.0,3947.0,19763809.0,50502851.0,409088.0,7193.0,43804051.0,29.0,25539.0,12.0,10.0,10.0,11378652711,44.0,2656.28,185.93,2842.21,15.95,268.84,265.62,406.41,1984.25,470.72
2452323,47289,444573,38205348.0,625871.0,3994.0,21467717.0,38205348.0,625871.0,2087.0,21467717.0,57.0,29074.0,7.0,27.0,62.0,11205205632,11.0,202.18,4.04,206.22,31.84,217.36,18.19,95.67,88.32,253.24
2452323,1337,444573,74714874.0,629548.0,2269.0,15686990.0,86472817.0,1253130.0,793.0,45197256.0,35.0,25938.0,18.0,1.0,24.0,11182819988,33.0,2261.82,67.85,2329.67,11.34,3467.97,2148.72,104.05,9.05,3547.16
2452323,60339,444573,42410772.0,1822353.0,5487.0,14373868.0,99202082.0,770885.0,5478.0,3354918.0,37.0,25981.0,17.0,10.0,58.0,10722531935,30.0,96.30,2.88,99.18,46.88,151.20,69.33,10.24,16.73,200.96
2452323,63030,444573,41355138.0,1040028.0,5718.0,19962608.0,74526540.0,1074400.0,3214.0,13551675.0,49.0,25694.0,11.0,15.0,11.0,11040055092,24.0,1478.64,103.50,1582.14,19.43,268.80,502.73,156.14,819.77,391.73
2452323,37270,444573,91500838.0,1364240.0,6842.0,20104644.0,15057623.0,585740.0,6120.0,31694500.0,27.0,25853.0,13.0,16.0,31.0,12323790780,38.0,4323.64,172.94,4496.58,72.80,151.62,4237.16,60.53,25.95,397.36
2452323,47289,444573,38205348.0,625871.0,3994.0,21467717.0,38205348.0,625871.0,2087.0,21467717.0,57.0,29074.0,7.0,27.0,62.0,11209751086,11.0,202.18,4.04,206.22,31.84,217.36,18.19,95.67,88.32,253.24
2452323,62412,444573,27435168.0,1270638.0,2461.0,39301931.0,27296561.0,2292.0,3748.0,46116404.0,33.0,25634.0,5.0,11.0,12.0,10852633958,26.0,1373.58,68.67,1442.25,7.19,640.90,1126.33,239.83,7.42,716.76
2452323,62412,444573,27435168.0,1270638.0,2461.0,39301931.0,27296561.0,2292.0,3748.0,46116404.0,33.0,25634.0,5.0,11.0,12.0,10857179412,26.0,1373.58,68.67,1442.25,7.19,640.90,1126.33,239.83,7.42,716.76
2452323,63030,444573,41355138.0,1040028.0,5718.0,19962608.0,74526540.0,1074400.0,3214.0,13551675.0,49.0,25694.0,11.0,15.0,11.0,11035509638,24.0,1478.64,103.50,1582.14,19.43,268.80,502.73,156.14,819.77,391.73
2452323,47289,444573,38205348.0,625871.0,3994.0,21467717.0,38205348.0,625871.0,2087.0,21467717.0,57.0,29074.0,7.0,27.0,62.0,11214296540,11.0,202.18,4.04,206.22,31.84,217.36,18.19,95.67,88.32,253.24
2452323,1337,444573,74714874.0,629548.0,2269.0,15686990.0,86472817.0,1253130.0,793.0,45197256.0,35.0,25938.0,18.0,1.0,24.0,11187365442,33.0,2261.82,67.85,2329.67,11.34,3467.97,2148.72,104.05,9.05,3547.16
2452323,34399,444573,5594478.0,753546.0,614.0,5780482.0,60633458.0,176447.0,5873.0,7381346.0,31.0,29979.0,11.0,14.0,20.0,12159590833,15.0,104.55,4.18,108.73,97.34,232.35,59.59,11.24,33.72,333.87
2452323,37270,444573,91500838.0,1364240.0,6842.0,20104644.0,15057623.0,585740.0,6120.0,31694500.0,27.0,25853.0,13.0,16.0,31.0,12319245326,38.0,4323.64,172.94,4496.58,72.80,151.62,4237.16,60.53,25.95,397.36
2452323,62547,444573,18903876.0,199827.0,3331.0,39324882.0,8515892.0,1140890.0,3180.0,20235070.0,31.0,25695.0,20.0,30.0,45.0,11028162485,62.0,1974.08,59.22,2033.30,65.30,1298.90,1816.15,124.76,33.17,1423.42
2452323,21865,444573,28079401.0,1045314.0,1980.0,25401846.0,56826840.0,1077018.0,6860.0,18626749.0,25.0,28798.0,2.0,14.0,53.0,11113794136,36.0,2845.44,142.27,2987.71,40.33,603.36,540.63,2074.32,230.49,785.96
2452323,5125,444573,19664209.0,1750150.0,2844.0,35982385.0,45923102.0,514320.0,6918.0,27283516.0,45.0,25330.0,3.0,11.0,59.0,10394737975,2.0,11.98,0.47,12.45,58.06,13.14,9.46,0.02,2.50,71.67
2452323,55646,444573,77607870.0,1110485.0,3947.0,19763809.0,50502851.0,409088.0,7193.0,43804051.0,29.0,25539.0,12.0,10.0,10.0,11383198165,44.0,2656.28,185.93,2842.21,15.95,268.84,265.62,406.41,1984.25,470.72
2452323,73263,444573,8559269.0,255693.0,5270.0,34645694.0,55527503.0,1627352.0,1466.0,45168827.0,59.0,25470.0,16.0,7.0,41.0,11058856918,65.0,6721.65,604.94,7326.59,78.64,5738.20,1949.27,3674.73,1097.65,6421.78
2452323,37270,444573,91500838.0,1364240.0,6842.0,20104644.0,15057623.0,585740.0,6120.0,31694500.0,27.0,25853.0,13.0,16.0,31.0,12314699872,38.0,4323.64,172.94,4496.58,72.80,151.62,4237.16,60.53,25.95,397.36
2452323,55840,444573,53195421.0,700849.0,677.0,8736505.0,48999392.0,94597.0,4375.0,24375306.0,9.0,25799.0,13.0,4.0,52.0,11538076558,8.0,9.92,0.59,10.51,8.68,13.68,2.28,3.28,4.36,22.95
2452323,34399,444573,5594478.0,753546.0,614.0,5780482.0,60633458.0,176447.0,5873.0,7381346.0,31.0,29979.0,11.0,14.0,20.0,12155045379,15.0,104.55,4.18,108.73,97.34,232.35,59.59,11.24,33.72,333.87
2452323,62412,444573,27435168.0,1270638.0,2461.0,39301931.0,27296561.0,2292.0,3748.0,46116404.0,33.0,25634.0,5.0,11.0,12.0,10848088504,26.0,1373.58,68.67,1442.25,7.19,640.90,1126.33,239.83,7.42,716.76
2452323,67067,444573,21539758.0,1900343.0,5281.0,42608266.0,68860316.0,1535450.0,1052.0,22861054.0,19.0,25789.0,7.0,9.0,36.0,11452826234,10.0,1077.70,21.55,1099.25,83.06,33.30,107.77,504.36,465.57,137.91
2452323,55840,444573,53195421.0,700849.0,677.0,8736505.0,48999392.0,94597.0,4375.0,24375306.0,9.0,25799.0,13.0,4.0,52.0,11533531104,8.0,9.92,0.59,10.51,8.68,13.68,2.28,3.28,4.36,22.95
2452323,44217,444573,98271477.0,1518627.0,3377.0,20504927.0,42113645.0,424926.0,825.0,43238771.0,47.0,25546.0,15.0,1.0,60.0,12246956760,27.0,20.79,1.66,22.45,29.65,90.99,17.67,0.78,2.34,122.30
2452323,37270,444573,91500838.0,1364240.0,6842.0,20104644.0,15057623.0,585740.0,6120.0,31694500.0,27.0,25853.0,13.0,16.0,31.0,12328336234,38.0,4323.64,172.94,4496.58,72.80,151.62,4237.16,60.53,25.95,397.36
2452323,38917,444575,,805446.0,,,,1115921.0,,18096552.0,,28875.0,,,,11255754044,33.0,969.54,19.39,,,1093.62,,24.72,,1160.30
2452323,35759,444575,88166444.0,1332444.0,1197.0,41429597.0,62559884.0,1622300.0,6869.0,31976591.0,39.0,25807.0,11.0,20.0,39.0,11318910330,4.0,275.72,13.78,289.50,33.13,115.88,193.00,10.75,71.97,162.79
2452323,12091,444575,86362690.0,203461.0,6185.0,9592109.0,36773339.0,1315959.0,1303.0,40793400.0,25.0,28766.0,18.0,22.0,54.0,11180294443,1.0,5.14,0.20,5.34,46.20,1.98,2.72,1.83,0.59,48.38
2452323,36212,444575,28716982.0,1555159.0,5689.0,9931066.0,28716982.0,1555159.0,6932.0,9931066.0,33.0,25706.0,15.0,6.0,10.0,11755351486,21.0,1190.70,83.34,1274.04,16.68,520.80,1071.63,69.06,50.01,620.82
2452323,61969,444575,47276056.0,776968.0,1080.0,7539145.0,91091495.0,826915.0,1710.0,22334905.0,55.0,26333.0,10.0,5.0,30.0,10950213263,1.0,9.61,0.00,9.61,44.76,1.63,2.49,5.12,2.00,46.39
2452323,10524,444575,58972109.0,888614.0,5119.0,28952824.0,17420701.0,1884354.0,937.0,23157520.0,23.0,25590.0,2.0,28.0,41.0,12202576535,25.0,773.25,30.93,804.18,27.07,1046.25,595.40,112.04,65.81,1104.25
2452323,66306,444575,82624736.0,1851159.0,429.0,20408452.0,23268537.0,1777795.0,265.0,29557135.0,35.0,28834.0,5.0,15.0,10.0,11340044543,18.0,365.76,14.63,380.39,91.74,284.40,362.10,1.57,2.09,390.77
2452323,38917,444575,,805446.0,,,,1115921.0,,18096552.0,,28875.0,,,,11260299498,33.0,969.54,19.39,,,1093.62,,24.72,,1160.30
2452323,10524,444575,58972109.0,888614.0,5119.0,28952824.0,17420701.0,1884354.0,937.0,23157520.0,23.0,25590.0,2.0,28.0,41.0,12198031081,25.0,773.25,30.93,804.18,27.07,1046.25,595.40,112.04,65.81,1104.25
2452323,58045,444575,62348621.0,216364.0,2507.0,27537450.0,64110290.0,615114.0,5300.0,21145086.0,9.0,25412.0,17.0,13.0,19.0,10649486233,32.0,4309.12,301.63,4610.75,34.15,1765.12,2628.56,201.66,1478.90,2100.90
2452323,60144,444575,53709039.0,857331.0,5623.0,18019515.0,83683508.0,1792504.0,6541.0,5766178.0,49.0,25898.0,9.0,26.0,13.0,11038003413,39.0,6023.94,60.23,6084.17,88.95,2108.34,4758.91,1239.72,25.31,2257.52
2452323,37117,444575,60880138.0,1409037.0,2289.0,36923988.0,10201961.0,1533449.0,1363.0,11335677.0,23.0,25862.0,13.0,7.0,66.0,11796375590,2.0,200.86,0.00,200.86,19.96,89.94,150.64,30.13,20.09,109.90
2452323,38917,444575,,805446.0,,,,1115921.0,,18096552.0,,28875.0,,,,11251208590,33.0,969.54,19.39,,,1093.62,,24.72,,1160.30
2452323,36212,444575,28716982.0,1555159.0,5689.0,9931066.0,28716982.0,1555159.0,6932.0,9931066.0,33.0,25706.0,15.0,6.0,10.0,11768987848,21.0,1190.70,83.34,1274.04,16.68,520.80,1071.63,69.06,50.01,620.82
2452323,71329,444575,75046830.0,1264075.0,167.0,14568612.0,85046253.0,834365.0,1580.0,30018042.0,47.0,25762.0,8.0,20.0,2.0,12594909780,28.0,233.24,18.65,251.89,13.95,53.20,214.58,9.33,9.33,85.80
2452323,36212,444575,28716982.0,1555159.0,5689.0,9931066.0,28716982.0,1555159.0,6932.0,9931066.0,33.0,25706.0,15.0,6.0,10.0,11764442394,21.0,1190.70,83.34,1274.04,16.68,520.80,1071.63,69.06,50.01,620.82
2452323,12091,444575,86362690.0,203461.0,6185.0,9592109.0,36773339.0,1315959.0,1303.0,40793400.0,25.0,28766.0,18.0,22.0,54.0,11171203535,1.0,5.14,0.20,5.34,46.20,1.98,2.72,1.83,0.59,48.38
2452323,12091,444575,86362690.0,203461.0,6185.0,9592109.0,36773339.0,1315959.0,1303.0,40793400.0,25.0,28766.0,18.0,22.0,54.0,11175748989,1.0,5.14,0.20,5.34,46.20,1.98,2.72,1.83,0.59,48.38
2452323,10524,444575,58972109.0,888614.0,5119.0,28952824.0,17420701.0,1884354.0,937.0,23157520.0,23.0,25590.0,2.0,28.0,41.0,12188940173,25.0,773.25,30.93,804.18,27.07,1046.25,595.40,112.04,65.81,1104.25
2452323,36212,444575,28716982.0,1555159.0,5689.0,9931066.0,28716982.0,1555159.0,6932.0,9931066.0,33.0,25706.0,15.0,6.0,10.0,11759896940,21.0,1190.70,83.34,1274.04,16.68,520.80,1071.63,69.06,50.01,620.82
2452323,61969,444575,47276056.0,776968.0,1080.0,7539145.0,91091495.0,826915.0,1710.0,22334905.0,55.0,26333.0,10.0,5.0,30.0,10945667809,1.0,9.61,0.00,9.61,44.76,1.63,2.49,5.12,2.00,46.39
2452323,35759,444575,88166444.0,1332444.0,1197.0,41429597.0,62559884.0,1622300.0,6869.0,31976591.0,39.0,25807.0,11.0,20.0,39.0,11314364876,4.0,275.72,13.78,289.50,33.13,115.88,193.00,10.75,71.97,162.79
2452323,35759,444575,88166444.0,1332444.0,1197.0,41429597.0,62559884.0,1622300.0,6869.0,31976591.0,39.0,25807.0,11.0,20.0,39.0,11309819422,4.0,275.72,13.78,289.50,33.13,115.88,193.00,10.75,71.97,162.79
2452323,65088,444575,38365828.0,1899219.0,610.0,43319601.0,75649700.0,1596864.0,1315.0,24739366.0,31.0,28651.0,12.0,3.0,2.0,11265082230,56.0,5656.00,339.36,5995.36,2.49,3676.40,3959.20,695.68,1001.12,4018.25
2452323,37117,444575,60880138.0,1409037.0,2289.0,36923988.0,10201961.0,1533449.0,1363.0,11335677.0,23.0,25862.0,13.0,7.0,66.0,11787284682,2.0,200.86,0.00,200.86,19.96,89.94,150.64,30.13,20.09,109.90
2452323,74172,444575,48667898.0,715870.0,4289.0,3979461.0,4499972.0,575561.0,5287.0,42854213.0,21.0,25209.0,18.0,14.0,65.0,10477257366,11.0,1602.81,80.14,1682.95,72.69,775.50,48.08,1368.16,186.57,928.33
2452323,66306,444575,82624736.0,1851159.0,429.0,20408452.0,23268537.0,1777795.0,265.0,29557135.0,35.0,28834.0,5.0,15.0,10.0,11335499089,18.0,365.76,14.63,380.39,91.74,284.40,362.10,1.57,2.09,390.77
2452323,1936,444575,79009365.0,1015477.0,7189.0,39528501.0,94714175.0,1171649.0,2039.0,34340076.0,47.0,25559.0,20.0,30.0,42.0,10540304401,1.0,72.15,5.05,77.20,94.47,38.36,27.41,43.84,0.90,137.88
2452323,57727,444575,17121036.0,386018.0,5400.0,24477935.0,6354033.0,786867.0,3300.0,28458933.0,55.0,27496.0,12.0,5.0,48.0,10497551409,8.0,934.32,37.37,971.69,25.09,714.48,476.50,141.92,315.90,776.94
2452323,71329,444575,75046830.0,1264075.0,167.0,14568612.0,85046253.0,834365.0,1580.0,30018042.0,47.0,25762.0,8.0,20.0,2.0,12604000688,28.0,233.24,18.65,251.89,13.95,53.20,214.58,9.33,9.33,85.80
2452323,81486,444575,76842401.0,1155788.0,1175.0,25342115.0,76842401.0,1155788.0,6484.0,25342115.0,51.0,26275.0,5.0,27.0,62.0,10535133840,25.0,407.00,16.28,423.28,58.08,230.00,305.25,12.21,89.54,304.36
2452323,61969,444575,47276056.0,776968.0,1080.0,7539145.0,91091495.0,826915.0,1710.0,22334905.0,55.0,26333.0,10.0,5.0,30.0,10941122355,1.0,9.61,0.00,9.61,44.76,1.63,2.49,5.12,2.00,46.39
2452323,56370,444575,28672997.0,1460276.0,3908.0,33053587.0,13431136.0,1500997.0,1664.0,11372284.0,35.0,28419.0,18.0,15.0,50.0,10830400411,50.0,605.50,42.38,647.88,83.65,235.50,345.13,57.28,203.09,361.53
2452323,71329,444575,75046830.0,1264075.0,167.0,14568612.0,85046253.0,834365.0,1580.0,30018042.0,47.0,25762.0,8.0,20.0,2.0,12599455234,28.0,233.24,18.65,251.89,13.95,53.20,214.58,9.33,9.33,85.80
2452323,10524,444575,58972109.0,888614.0,5119.0,28952824.0,17420701.0,1884354.0,937.0,23157520.0,23.0,25590.0,2.0,28.0,41.0,12193485627,25.0,773.25,30.93,804.18,27.07,1046.25,595.40,112.04,65.81,1104.25
2452323,37117,444575,60880138.0,1409037.0,2289.0,36923988.0,10201961.0,1533449.0,1363.0,11335677.0,23.0,25862.0,13.0,7.0,66.0,11800921044,2.0,200.86,0.00,200.86,19.96,89.94,150.64,30.13,20.09,109.90
2452323,37117,444575,60880138.0,1409037.0,2289.0,36923988.0,10201961.0,1533449.0,1363.0,11335677.0,23.0,25862.0,13.0,7.0,66.0,11791830136,2.0,200.86,0.00,200.86,19.96,89.94,150.64,30.13,20.09,109.90
2452323,37272,444575,36986443.0,1481057.0,24.0,35460238.0,24564527.0,1054415.0,1270.0,27475325.0,7.0,26195.0,16.0,1.0,56.0,10597123485,47.0,3647.20,255.30,3902.50,57.03,5066.13,3501.31,37.93,107.96,5378.46
2452323,60144,444575,53709039.0,857331.0,5623.0,18019515.0,83683508.0,1792504.0,6541.0,5766178.0,49.0,25898.0,9.0,26.0,13.0,11033457959,39.0,6023.94,60.23,6084.17,88.95,2108.34,4758.91,1239.72,25.31,2257.52
2452323,66306,444575,82624736.0,1851159.0,429.0,20408452.0,23268537.0,1777795.0,265.0,29557135.0,35.0,28834.0,5.0,15.0,10.0,11330953635,18.0,365.76,14.63,380.39,91.74,284.40,362.10,1.57,2.09,390.77
2452323,61697,444575,78582223.0,1841277.0,6378.0,47079832.0,70024819.0,1217671.0,5726.0,19248981.0,51.0,25537.0,13.0,5.0,25.0,10731959738,1.0,31.29,1.87,33.16,75.60,33.25,10.32,0.20,20.77,110.72
2452323,56370,444575,28672997.0,1460276.0,3908.0,33053587.0,13431136.0,1500997.0,1664.0,11372284.0,35.0,28419.0,18.0,15.0,50.0,10825854957,50.0,605.50,42.38,647.88,83.65,235.50,345.13,57.28,203.09,361.53
2452323,65088,444575,38365828.0,1899219.0,610.0,43319601.0,75649700.0,1596864.0,1315.0,24739366.0,31.0,28651.0,12.0,3.0,2.0,11269627684,56.0,5656.00,339.36,5995.36,2.49,3676.40,3959.20,695.68,1001.12,4018.25
2452323,61930,444576,40144.0,148463.0,6735.0,39837454.0,3587043.0,773467.0,6973.0,31397279.0,36.0,33646.0,10.0,29.0,65.0,12754453886,39.0,889.98,53.39,943.37,21.13,989.04,400.49,362.22,127.27,1063.56
2452323,32412,444576,97871923.0,735805.0,4040.0,8470675.0,43833163.0,607942.0,5300.0,5417411.0,54.0,33416.0,18.0,6.0,32.0,12853021181,13.0,31.98,2.23,34.21,77.56,0.00,11.83,2.61,17.54,79.79
2452323,44560,444577,32132316.0,89981.0,5693.0,9906558.0,19150632.0,735443.0,1815.0,496987.0,13.0,28634.0,10.0,29.0,41.0,11005903376,2.0,0.00,0.00,0.00,90.28,63.48,0.00,0.00,0.00,153.76
2452323,58532,444577,57665215.0,1578513.0,3458.0,22578003.0,91066959.0,201243.0,4096.0,48689796.0,47.0,25657.0,2.0,15.0,33.0,10993409039,2.0,97.44,1.94,99.38,86.03,75.78,6.82,31.71,58.91,163.75
2452323,38613,444577,74248313.0,968870.0,4627.0,16191584.0,92007067.0,881736.0,4864.0,14277145.0,23.0,25423.0,2.0,3.0,16.0,11706931722,10.0,965.50,9.65,975.15,57.46,215.80,753.09,184.79,27.62,282.91
2452323,5184,444577,,,5462.0,10806561.0,,,,29064289.0,5.0,,,21.0,,11400329471,,,,,,,89.17,1519.49,620.64,
2452323,38613,444577,74248313.0,968870.0,4627.0,16191584.0,92007067.0,881736.0,4864.0,14277145.0,23.0,25423.0,2.0,3.0,16.0,11711477176,10.0,965.50,9.65,975.15,57.46,215.80,753.09,184.79,27.62,282.91
2452323,61293,444577,56479576.0,532401.0,873.0,43653698.0,52559090.0,301690.0,3282.0,19482474.0,33.0,30152.0,10.0,2.0,9.0,12652912291,20.0,281.00,14.05,295.05,36.15,397.40,146.12,20.23,114.65,447.60
2452323,4806,444577,1782613.0,1542013.0,613.0,37105260.0,73672479.0,638780.0,474.0,49178168.0,53.0,25454.0,16.0,30.0,72.0,11754149444,37.0,3162.39,94.87,3257.26,14.97,166.13,2371.79,284.61,505.99,275.97
2452323,20380,444577,80474773.0,1388442.0,6111.0,2780580.0,53761676.0,842672.0,6234.0,18566949.0,29.0,25751.0,1.0,3.0,68.0,11372609493,38.0,846.26,67.70,913.96,4.81,1798.16,389.27,265.05,191.94,1870.67
2452323,6602,444577,60081674.0,16476.0,6031.0,4735233.0,72105060.0,644685.0,6008.0,3535331.0,57.0,33577.0,7.0,27.0,40.0,12768039297,17.0,1089.36,43.57,1132.93,8.14,752.59,871.48,67.54,150.34,804.30
2452323,4806,444577,1782613.0,1542013.0,613.0,37105260.0,73672479.0,638780.0,474.0,49178168.0,53.0,25454.0,16.0,30.0,72.0,11758694898,37.0,3162.39,94.87,3257.26,14.97,166.13,2371.79,284.61,505.99,275.97
2452323,42844,444577,12906548.0,1668194.0,5040.0,8615486.0,15188204.0,666972.0,3001.0,22898230.0,11.0,25507.0,17.0,6.0,25.0,11740081667,25.0,2748.25,192.37,2940.62,44.96,1041.00,1154.26,1067.97,526.02,1278.33
2452323,10838,444577,88284116.0,707044.0,4725.0,14706406.0,35560734.0,1352754.0,4738.0,31272722.0,9.0,28770.0,14.0,8.0,67.0,11354768712,51.0,2787.15,167.22,2954.37,2.18,1502.97,1337.83,637.70,811.62,1672.37
2452323,55876,444577,3759473.0,1255789.0,6952.0,35716515.0,9364684.0,817500.0,3140.0,48273580.0,51.0,25512.0,20.0,30.0,58.0,11926681954,60.0,4896.60,293.79,5190.39,56.00,1458.00,636.55,2854.23,1405.82,1807.79
2452323,46646,444577,92212617.0,1336234.0,3851.0,25602668.0,92212617.0,1336234.0,7133.0,25602668.0,45.0,25842.0,15.0,17.0,19.0,11541264519,35.0,427.35,34.18,461.53,5.11,1880.55,397.43,11.66,18.26,1919.84
2452323,32915,444577,17766400.0,37545.0,5490.0,32301435.0,17766400.0,37545.0,1109.0,32301435.0,45.0,30464.0,15.0,13.0,8.0,12728477956,54.0,2983.50,208.84,3192.34,65.30,1165.32,2237.62,537.03,208.85,1439.46
2452323,55876,444577,3759473.0,1255789.0,6952.0,35716515.0,9364684.0,817500.0,3140.0,48273580.0,51.0,25512.0,20.0,30.0,58.0,11940318316,60.0,4896.60,293.79,5190.39,56.00,1458.00,636.55,2854.23,1405.82,1807.79
2452323,32915,444577,17766400.0,37545.0,5490.0,32301435.0,17766400.0,37545.0,1109.0,32301435.0,45.0,30464.0,15.0,13.0,8.0,12723932502,54.0,2983.50,208.84,3192.34,65.30,1165.32,2237.62,537.03,208.85,1439.46
2452323,46646,444577,92212617.0,1336234.0,3851.0,25602668.0,92212617.0,1336234.0,7133.0,25602668.0,45.0,25842.0,15.0,17.0,19.0,11545809973,35.0,427.35,34.18,461.53,5.11,1880.55,397.43,11.66,18.26,1919.84
2452323,10838,444577,88284116.0,707044.0,4725.0,14706406.0,35560734.0,1352754.0,4738.0,31272722.0,9.0,28770.0,14.0,8.0,67.0,11359314166,51.0,2787.15,167.22,2954.37,2.18,1502.97,1337.83,637.70,811.62,1672.37
2452323,58532,444577,57665215.0,1578513.0,3458.0,22578003.0,91066959.0,201243.0,4096.0,48689796.0,47.0,25657.0,2.0,15.0,33.0,10988863585,2.0,97.44,1.94,99.38,86.03,75.78,6.82,31.71,58.91,163.75
2452323,4806,444577,1782613.0,1542013.0,613.0,37105260.0,73672479.0,638780.0,474.0,49178168.0,53.0,25454.0,16.0,30.0,72.0,11767785806,37.0,3162.39,94.87,3257.26,14.97,166.13,2371.79,284.61,505.99,275.97
2452323,55876,444577,3759473.0,1255789.0,6952.0,35716515.0,9364684.0,817500.0,3140.0,48273580.0,51.0,25512.0,20.0,30.0,58.0,11935772862,60.0,4896.60,293.79,5190.39,56.00,1458.00,636.55,2854.23,1405.82,1807.79
2452323,39272,444577,11397478.0,1724999.0,1320.0,22618441.0,68396449.0,396804.0,5332.0,45138307.0,11.0,25344.0,5.0,13.0,38.0,10478275841,19.0,80.18,4.00,84.18,2.38,6.46,68.15,1.92,10.11,12.84
2452323,38613,444577,74248313.0,968870.0,4627.0,16191584.0,92007067.0,881736.0,4864.0,14277145.0,23.0,25423.0,2.0,3.0,16.0,11702386268,10.0,965.50,9.65,975.15,57.46,215.80,753.09,184.79,27.62,282.91
2452323,10838,444577,88284116.0,707044.0,4725.0,14706406.0,35560734.0,1352754.0,4738.0,31272722.0,9.0,28770.0,14.0,8.0,67.0,11363859620,51.0,2787.15,167.22,2954.37,2.18,1502.97,1337.83,637.70,811.62,1672.37
2452323,5184,444577,,,5462.0,10806561.0,,,,29064289.0,5.0,,,21.0,,11409420379,,,,,,,89.17,1519.49,620.64,
2452323,42844,444577,12906548.0,1668194.0,5040.0,8615486.0,15188204.0,666972.0,3001.0,22898230.0,11.0,25507.0,17.0,6.0,25.0,11749172575,25.0,2748.25,192.37,2940.62,44.96,1041.00,1154.26,1067.97,526.02,1278.33
2452323,61293,444577,56479576.0,532401.0,873.0,43653698.0,52559090.0,301690.0,3282.0,19482474.0,33.0,30152.0,10.0,2.0,9.0,12657457745,20.0,281.00,14.05,295.05,36.15,397.40,146.12,20.23,114.65,447.60
2452323,65385,444577,86262075.0,805929.0,983.0,44302884.0,17474568.0,86767.0,1079.0,47221438.0,15.0,26014.0,8.0,7.0,39.0,11095937233,4.0,61.88,1.23,63.11,88.16,40.12,48.88,9.75,3.25,129.51
2452323,4806,444577,1782613.0,1542013.0,613.0,37105260.0,73672479.0,638780.0,474.0,49178168.0,53.0,25454.0,16.0,30.0,72.0,11763240352,37.0,3162.39,94.87,3257.26,14.97,166.13,2371.79,284.61,505.99,275.97
2452323,61293,444577,56479576.0,532401.0,873.0,43653698.0,52559090.0,301690.0,3282.0,19482474.0,33.0,30152.0,10.0,2.0,9.0,12643821383,20.0,281.00,14.05,295.05,36.15,397.40,146.12,20.23,114.65,447.60
2452323,65385,444577,86262075.0,805929.0,983.0,44302884.0,17474568.0,86767.0,1079.0,47221438.0,15.0,26014.0,8.0,7.0,39.0,11091391779,4.0,61.88,1.23,63.11,88.16,40.12,48.88,9.75,3.25,129.51
2452323,67683,444577,33322549.0,187564.0,2179.0,15239547.0,65102029.0,1047105.0,5437.0,46491769.0,55.0,25274.0,5.0,7.0,4.0,10395703271,27.0,548.10,21.92,570.02,45.05,274.05,312.41,56.56,179.13,341.02
2452323,32915,444577,17766400.0,37545.0,5490.0,32301435.0,17766400.0,37545.0,1109.0,32301435.0,45.0,30464.0,15.0,13.0,8.0,12719387048,54.0,2983.50,208.84,3192.34,65.30,1165.32,2237.62,537.03,208.85,1439.46
2452323,5184,444577,,,5462.0,10806561.0,,,,29064289.0,5.0,,,21.0,,11404874925,,,,,,,89.17,1519.49,620.64,
2452323,42844,444577,12906548.0,1668194.0,5040.0,8615486.0,15188204.0,666972.0,3001.0,22898230.0,11.0,25507.0,17.0,6.0,25.0,11735536213,25.0,2748.25,192.37,2940.62,44.96,1041.00,1154.26,1067.97,526.02,1278.33
2452323,44560,444577,32132316.0,89981.0,5693.0,9906558.0,19150632.0,735443.0,1815.0,496987.0,13.0,28634.0,10.0,29.0,41.0,11001357922,2.0,0.00,0.00,0.00,90.28,63.48,0.00,0.00,0.00,153.76
2452323,71258,444577,23057356.0,1387587.0,3065.0,20687696.0,33091823.0,843597.0,797.0,35826350.0,3.0,26665.0,3.0,6.0,56.0,11385238218,33.0,981.09,29.43,1010.52,91.61,267.63,245.27,198.67,537.15,388.67
