carat,cut,color,clarity,depth,table,price,x,y,z
1.61,Ideal,G,VS2,62.2,56.0,13553,7.52,7.47,4.66
1.7,Ideal,I,VS2,61.1,57.0,10662,7.7,7.66,4.69
1.66,Ideal,I,VS1,61.0,55.0,10691,7.67,7.64,4.67
1.21,Ideal,E,VVS1,62.0,55.0,13595,6.8,6.88,4.24
1.79,Ideal,J,VS2,61.8,56.0,10658,7.74,7.85,4.82
2.05,Ideal,F,SI2,62.2,57.0,12743,8.19,8.12,5.07
2.21,Ideal,H,SI2,61.9,56.0,13615,8.4,8.36,5.19
1.32,Ideal,G,VS1,62.4,53.0,10631,7.03,7.08,4.4
1.57,Ideal,I,SI1,62.2,56.0,10633,7.42,7.47,4.63
1.25,Ideal,G,VVS2,61.5,55.0,10636,6.92,6.94,4.26
1.25,Ideal,G,VVS2,62.5,54.0,10636,6.88,6.93,4.31
1.35,Ideal,H,VVS1,61.9,57.0,10639,7.06,7.09,4.38
1.39,Ideal,F,VS2,61.5,55.0,12744,7.19,7.23,4.44
1.7,Ideal,G,VS1,62.9,57.0,13605,7.59,7.52,4.75
1.71,Ideal,I,VS2,60.5,56.0,11559,7.73,7.71,4.67
1.52,Ideal,I,VS1,62.4,57.0,10641,7.32,7.36,4.58
1.56,Ideal,H,SI1,60.4,59.0,10642,7.5,7.53,4.54
1.15,Ideal,G,VVS1,62.7,56.0,10644,6.69,6.67,4.19
1.3,Ideal,F,VVS2,62.1,55.0,12745,7.04,6.96,4.35
1.5,Ideal,H,VS1,61.0,56.8,11557,7.36,7.4,4.5
1.5,Ideal,I,VVS2,61.7,55.0,10646,7.32,7.39,4.54
1.23,Ideal,G,VVS2,60.8,57.0,10646,6.89,6.92,4.2
1.2,Ideal,E,VVS1,61.6,57.0,13597,6.83,6.78,4.19
1.51,Ideal,I,VS1,63.2,57.0,10655,7.4,7.28,4.62
1.35,Ideal,G,VS1,62.7,57.0,10656,7.02,7.07,4.42
1.27,Ideal,F,VS2,61.0,54.0,10656,7.0,7.02,4.28
1.53,Ideal,H,SI1,61.1,57.0,10659,7.45,7.44,4.55
2.01,Ideal,H,SI2,62.3,57.0,12762,8.1,8.04,5.03
1.5,Ideal,H,VS2,62.2,57.0,10692,7.27,7.33,4.54
1.52,Ideal,H,VVS2,62.8,56.0,12764,7.32,7.3,4.59
1.5,Ideal,H,SI1,61.3,57.0,10725,7.38,7.4,4.53
1.44,Ideal,D,SI1,63.0,55.0,10725,7.23,7.18,4.54
1.29,Ideal,F,VS1,62.3,54.4,10727,6.93,7.0,4.34
1.56,Ideal,H,SI1,62.4,54.0,10728,7.48,7.43,4.65
2.06,Ideal,I,SI2,61.4,57.0,10728,8.22,8.18,5.03
1.56,Ideal,G,SI1,61.2,56.0,11522,7.49,7.51,4.59
2.01,Ideal,G,SI2,63.0,56.0,13498,7.98,7.9,5.0
1.33,Ideal,G,VS1,59.9,57.3,10732,7.16,7.21,4.3
1.64,Ideal,F,SI2,61.4,57.0,10733,7.55,7.59,4.65
1.42,Ideal,G,VS2,62.6,57.0,10735,7.19,7.15,4.49
1.58,Ideal,H,SI1,61.4,56.0,10738,7.53,7.46,4.6
1.56,Ideal,H,SI1,62.1,56.0,10739,7.44,7.46,4.63
1.29,Ideal,D,VS1,62.4,55.0,13485,6.93,6.99,4.34
1.54,Ideal,D,SI2,61.6,57.0,10740,7.4,7.44,4.57
1.13,Ideal,F,VVS2,62.1,54.0,10742,6.67,6.71,4.16
1.13,Ideal,E,VVS1,61.8,57.0,13485,6.66,6.71,4.13
1.19,Ideal,F,VVS2,60.8,57.0,10748,6.85,6.83,4.16
1.71,Ideal,H,SI1,61.8,57.0,13477,7.74,7.69,4.76
1.59,Ideal,I,VS2,61.7,57.0,10752,7.47,7.52,4.62
1.66,Ideal,E,SI2,62.7,56.0,10754,7.45,7.63,4.73
1.15,Ideal,F,VVS2,62.7,57.0,10757,6.69,6.65,4.18
1.24,Ideal,G,VVS1,62.3,56.0,10724,6.86,6.89,4.28
1.54,Ideal,G,VS2,60.2,59.0,13508,7.47,7.52,4.51
1.26,Ideal,G,VVS1,62.1,57.0,10720,6.91,7.01,4.32
2.2,Ideal,I,SI2,62.2,56.0,13512,8.33,8.29,5.17
1.31,Ideal,G,VVS2,60.9,56.0,11531,7.17,7.07,4.32
1.51,Ideal,F,SI1,62.5,57.0,10693,7.27,7.32,4.56
1.54,Ideal,D,SI1,63.0,54.0,10694,7.33,7.28,4.6
1.56,Ideal,H,VS2,61.5,56.0,11531,7.46,7.5,4.6
1.2,Ideal,G,VVS2,61.0,56.0,11530,6.86,6.88,4.19
1.2,Ideal,G,VVS2,60.9,56.0,11530,6.86,6.91,4.19
1.53,Ideal,E,SI2,61.0,55.0,10698,7.44,7.5,4.55
1.55,Ideal,H,IF,61.4,57.0,13544,7.47,7.42,4.57
1.38,Ideal,G,VS1,62.2,54.0,11527,7.18,7.14,4.45
1.58,Ideal,I,VVS1,61.7,53.0,11526,7.52,7.53,4.65
1.51,Ideal,D,SI1,59.5,57.0,12738,7.56,7.46,4.47
1.14,Ideal,E,VVS2,62.3,55.0,10703,6.71,6.68,4.17
1.25,Ideal,E,VVS1,62.6,56.0,13536,6.83,6.91,4.3
1.26,Ideal,F,VS2,61.5,56.0,10709,6.97,7.01,4.3
1.04,Ideal,D,VS1,61.6,57.0,10709,6.52,6.56,4.03
1.51,Ideal,G,VS2,62.1,55.0,13532,7.33,7.38,4.57
1.53,Ideal,F,SI1,62.5,57.0,11525,7.38,7.31,4.59
2.0,Ideal,H,VS2,61.6,57.0,13531,8.11,8.08,4.99
1.31,Ideal,E,VS1,61.7,55.0,10711,7.11,7.05,4.37
1.53,Ideal,F,SI1,61.9,55.0,11525,7.43,7.36,4.58
1.29,Ideal,E,VVS2,59.8,59.0,13530,7.07,7.11,4.24
1.57,Ideal,F,SI1,62.4,56.0,11523,7.46,7.41,4.64
1.22,Ideal,F,VVS1,62.0,54.0,13539,6.88,6.9,4.27
1.2,Ideal,E,VVS1,61.6,57.0,13474,6.78,6.83,4.19
1.7,Ideal,I,VS1,62.2,55.0,12737,7.67,7.63,4.76
1.25,Ideal,F,VVS2,61.8,57.0,13623,6.9,6.95,4.28
2.29,Ideal,J,SI2,61.8,56.4,13726,8.4,8.5,5.23
1.14,Ideal,E,VVS2,62.3,55.0,10512,6.68,6.71,4.17
1.57,Ideal,G,SI1,61.8,55.0,11596,7.43,7.49,4.61
2.72,Ideal,H,I1,59.6,55.0,11594,9.17,9.13,5.45
1.56,Ideal,E,VS2,60.5,57.0,12717,7.56,7.5,4.56
1.56,Ideal,G,SI1,60.4,56.0,13724,7.51,7.55,4.55
2.01,Ideal,I,SI1,62.9,57.0,12717,8.05,7.98,5.04
1.7,Ideal,I,SI1,61.8,55.0,10520,7.62,7.57,4.69
1.57,Ideal,H,SI1,60.5,57.0,10521,7.6,7.57,4.59
1.53,Ideal,D,SI1,61.2,56.0,13714,7.48,7.45,4.57
1.71,Ideal,H,VS2,63.0,57.0,10534,7.57,7.53,4.76
1.57,Ideal,G,VS2,61.4,55.0,13713,7.48,7.52,4.61
1.56,Ideal,H,SI1,62.4,53.7,10536,7.43,7.48,4.65
1.74,Ideal,H,SI1,61.9,55.0,12720,7.74,7.71,4.78
1.28,Ideal,G,VS1,62.1,56.0,10537,6.97,6.94,4.32
1.22,Ideal,D,VS2,61.7,56.0,10538,6.89,6.86,4.24
1.33,Ideal,G,VS1,62.0,55.0,10539,7.12,7.07,4.4
1.5,Ideal,G,SI2,60.5,57.0,10543,7.4,7.43,4.49
1.58,Ideal,H,SI1,61.4,56.0,10546,7.46,7.53,4.6
2.22,Ideal,J,SI2,62.8,57.0,13703,8.33,8.29,5.22
1.15,Ideal,D,VS2,61.0,57.0,10546,6.76,6.78,4.13
1.19,Ideal,G,VVS1,61.6,59.0,10508,6.78,6.79,4.18
1.62,Ideal,I,VVS2,62.7,54.0,11587,7.47,7.52,4.7
1.21,Ideal,F,VS1,61.8,56.0,10504,6.84,6.86,4.23
1.62,Ideal,I,VS2,62.1,55.0,10501,7.53,7.58,4.69
1.51,Ideal,F,VS2,62.2,53.0,13771,7.35,7.31,4.56
2.18,Ideal,I,VS2,62.0,57.0,13769,8.35,8.24,5.14
1.52,Ideal,G,VS2,62.1,56.0,13768,7.39,7.34,4.57
1.58,Ideal,G,SI1,60.7,56.0,11610,7.56,7.6,4.6
1.75,Ideal,J,VVS2,62.0,55.0,11609,7.7,7.73,4.78
1.62,Ideal,F,SI1,62.7,56.0,12712,7.44,7.5,4.68
1.02,Ideal,E,IF,62.6,57.0,11605,6.47,6.41,4.03
1.7,Ideal,H,VS2,62.3,57.0,11605,7.68,7.65,4.78
1.74,Ideal,H,VS2,61.5,55.0,13761,7.79,7.73,4.77
1.56,Ideal,I,VVS2,62.0,56.0,10481,7.39,7.42,4.6
2.01,Ideal,G,SI2,61.5,55.0,11602,8.15,8.11,5.0
1.21,Ideal,G,VVS1,61.0,57.0,10482,6.93,6.87,4.21
1.54,Ideal,G,VS2,60.6,57.0,13761,7.55,7.49,4.56
1.21,Ideal,G,VVS1,61.4,58.0,10483,6.85,6.89,4.22
2.02,Ideal,J,SI1,59.8,60.0,12713,8.21,8.16,4.9
2.03,Ideal,J,SI2,62.1,57.0,12716,8.06,8.12,5.02
1.24,Ideal,G,VVS2,61.1,56.0,11601,6.94,6.97,4.25
1.7,Ideal,H,VS2,62.2,57.0,13756,7.67,7.63,4.76
1.1,Ideal,F,VVS2,61.2,56.0,10487,6.66,6.74,4.1
2.0,Ideal,F,I1,60.3,56.0,10494,8.16,8.27,4.94
1.51,Ideal,G,VS2,60.9,57.0,13752,7.39,7.46,4.52
1.51,Ideal,H,SI1,62.8,55.0,10502,7.32,7.29,4.59
1.57,Ideal,E,SI2,61.4,56.0,10550,7.52,7.44,4.59
2.14,Ideal,H,SI2,63.0,55.0,12720,8.25,8.23,5.19
1.51,Ideal,G,VS2,62.8,57.0,10553,7.33,7.26,4.58
1.55,Ideal,I,VS2,61.8,55.0,11574,7.4,7.44,4.58
1.51,Ideal,E,SI2,61.9,56.0,10588,7.31,7.36,4.54
1.7,Ideal,J,VS1,60.9,58.0,10589,7.73,7.68,4.69
1.53,Ideal,H,VVS2,61.9,57.0,12731,7.35,7.39,4.56
1.02,Ideal,D,VVS2,62.2,59.0,11573,6.41,6.46,4.0
1.52,Ideal,H,SI1,61.5,58.0,10589,7.4,7.36,4.54
1.51,Ideal,F,VS2,62.2,53.0,13646,7.31,7.35,4.56
1.69,Ideal,I,VS2,60.5,56.0,13645,7.74,7.77,4.69
1.5,Ideal,G,SI1,62.8,54.0,11572,7.31,7.29,4.58
1.35,Ideal,D,VS2,61.3,57.0,10602,7.09,7.13,4.36
1.11,Ideal,F,VVS1,61.9,57.0,10602,6.66,6.62,4.11
1.03,Ideal,D,VS1,61.7,57.0,10607,6.45,6.48,3.99
1.52,Ideal,I,IF,62.2,57.0,10609,7.33,7.27,4.54
1.29,Ideal,G,VVS2,62.4,57.0,10614,6.94,6.97,4.34
1.21,Ideal,G,VVS1,61.5,56.0,11572,6.83,6.89,4.22
1.03,Ideal,F,IF,63.1,55.0,10615,6.45,6.46,4.07
1.3,Ideal,F,VVS2,62.4,57.0,12734,6.97,6.9,4.33
1.7,Ideal,H,VS2,62.2,57.0,13632,7.63,7.67,4.76
2.02,Ideal,J,SI2,62.2,57.0,12736,8.11,8.18,5.07
1.53,Ideal,H,VVS2,62.2,57.0,13629,7.32,7.37,4.57
1.03,Ideal,F,VVS1,62.1,56.3,10619,6.43,6.5,4.02
1.5,Ideal,I,IF,61.3,56.0,12725,7.34,7.41,4.52
1.75,Ideal,G,SI2,61.6,54.8,11576,7.73,7.78,4.78
1.23,Ideal,D,VVS2,62.4,55.0,13653,6.87,6.82,4.27
1.5,Ideal,F,VS2,60.2,57.0,13653,7.43,7.39,4.46
1.21,Ideal,E,VS2,61.8,53.0,10556,6.86,6.9,4.25
1.31,Ideal,G,VS1,62.0,53.0,10556,7.06,7.07,4.37
1.26,Ideal,G,VVS2,60.7,56.0,10556,7.05,7.03,4.27
1.32,Ideal,G,VS1,61.7,56.0,11584,7.04,7.07,4.35
1.7,Ideal,H,VS2,62.4,57.0,13681,7.61,7.56,4.73
1.53,Ideal,I,VS1,61.5,55.0,10560,7.4,7.42,4.56
1.28,Ideal,F,VS1,61.7,55.0,11580,7.01,6.98,4.32
1.64,Ideal,I,VS2,62.5,56.0,10562,7.58,7.52,4.72
1.51,Ideal,H,VS1,62.6,56.0,11580,7.28,7.32,4.57
1.21,Ideal,G,VVS2,61.3,57.0,10568,6.83,6.85,4.19
1.22,Ideal,E,VS1,62.4,54.0,10622,6.77,6.88,4.26
1.56,Ideal,F,SI2,61.2,55.0,10571,7.47,7.57,4.6
2.0,Ideal,G,SI1,61.7,55.0,13675,8.11,8.07,4.99
1.26,Ideal,F,IF,62.6,57.0,13671,6.94,6.84,4.31
1.51,Ideal,I,VS1,61.6,56.0,10576,7.37,7.43,4.56
2.02,Ideal,I,SI2,62.3,55.0,10577,8.1,8.06,5.03
1.11,Ideal,E,VVS1,61.3,54.0,12725,6.68,6.72,4.11
1.55,Ideal,H,VS1,62.0,57.0,13665,7.37,7.43,4.59
1.21,Ideal,E,VVS2,61.7,57.0,13661,6.8,6.88,4.22
1.71,Ideal,I,VVS2,61.9,57.0,13660,7.62,7.67,4.73
1.23,Ideal,F,VVS2,63.0,55.0,10580,6.89,6.79,4.31
1.41,Ideal,G,VS2,60.8,55.0,10581,7.27,7.2,4.4
1.23,Ideal,G,VVS1,61.8,56.0,10572,6.8,6.89,4.24
1.21,Ideal,G,VS1,61.6,57.0,10685,6.85,6.87,4.22
1.75,Ideal,I,VS2,61.0,56.0,12238,7.82,7.75,4.75
1.51,Ideal,I,SI1,59.4,61.0,8396,7.52,7.46,4.45
1.42,Ideal,H,SI1,62.0,56.0,8529,7.17,7.22,4.46
1.23,Ideal,H,VS1,60.6,57.0,7803,6.94,6.98,4.22
1.53,Ideal,G,SI1,61.3,57.0,8529,7.42,7.32,4.52
1.72,Ideal,E,I1,62.2,55.0,7802,7.7,7.67,4.78
2.07,Ideal,J,VVS2,62.7,54.0,16617,8.12,8.17,5.11
1.6,Ideal,I,SI2,61.9,57.0,8530,7.51,7.48,4.64
1.01,Ideal,F,VVS2,61.0,57.0,8532,6.46,6.52,3.96
1.59,Ideal,G,VVS1,59.9,56.0,16599,7.57,7.64,4.55
1.01,Ideal,F,VVS2,61.8,56.0,8532,6.46,6.49,4.0
1.71,Ideal,G,VS1,62.1,55.0,16618,7.74,7.59,4.76
2.28,Ideal,J,VS1,62.6,54.2,16592,8.37,8.41,5.25
2.02,Ideal,I,VS1,62.3,59.0,17936,8.02,8.06,5.01
1.23,Ideal,H,VS2,61.5,57.0,8541,6.92,6.87,4.24
1.71,Ideal,D,SI1,60.3,60.0,16575,7.69,7.77,4.66
1.27,Ideal,G,VS1,60.9,57.0,8543,7.02,6.97,4.26
2.25,Ideal,I,SI2,60.5,56.0,16575,8.49,8.54,5.15
1.2,Ideal,G,VS1,62.4,57.0,8545,6.78,6.8,4.24
1.2,Ideal,G,VS1,62.0,57.0,8545,6.78,6.81,4.21
1.02,Ideal,E,VS1,62.6,56.0,8545,6.45,6.42,4.03
1.09,Ideal,E,VS2,60.6,58.0,7796,6.66,6.7,4.05
2.45,Ideal,F,SI2,62.0,55.0,16589,8.67,8.64,5.36
1.05,Ideal,G,VVS1,60.1,57.0,8546,6.63,6.68,4.0
1.01,Ideal,G,VVS1,61.7,57.0,7805,6.42,6.39,3.95
2.06,Ideal,I,SI1,61.9,56.0,16626,8.17,8.19,5.06
1.09,Ideal,E,VS2,62.1,57.0,7813,6.62,6.56,4.09
1.11,Ideal,H,VVS1,60.8,56.0,8508,6.68,6.76,4.08
1.23,Ideal,H,VVS2,61.6,57.0,8509,6.87,6.92,4.25
2.0,Ideal,E,SI2,62.2,57.0,16650,8.11,8.09,5.04
2.0,Ideal,E,SI1,62.6,57.0,16650,8.08,8.01,5.04
1.67,Ideal,G,VS1,61.5,55.0,16643,7.62,7.67,4.7
1.56,Ideal,H,SI2,62.1,58.0,8517,7.35,7.41,4.58
1.56,Ideal,E,SI2,61.2,56.0,8518,7.53,7.49,4.59
2.03,Ideal,H,SI2,61.6,55.0,16642,8.18,8.12,5.02
1.01,Ideal,G,VVS2,62.4,59.0,7806,6.34,6.41,3.98
1.12,Ideal,F,SI1,61.7,56.0,7812,6.64,6.68,4.11
1.21,Ideal,H,VS1,62.4,53.0,7811,6.83,6.86,4.27
2.08,Ideal,I,VS2,62.0,56.0,17916,8.16,8.18,5.06
1.21,Ideal,H,SI1,60.9,56.0,7810,6.89,6.94,4.21
1.23,Ideal,F,VS1,61.3,57.0,8523,6.86,6.93,4.23
1.21,Ideal,H,SI1,60.7,57.0,7810,6.85,6.89,4.17
1.56,Ideal,J,VS2,62.4,57.0,7809,7.39,7.46,4.63
1.13,Ideal,G,VS1,61.0,56.4,7808,6.7,6.75,4.1
1.51,Ideal,J,VS1,61.9,56.0,8524,7.41,7.35,4.57
1.21,Ideal,G,VS2,62.0,56.0,7806,6.87,6.77,4.23
2.1,Ideal,H,SI2,63.0,57.0,16629,8.13,8.08,5.11
1.54,Ideal,F,VS1,60.5,56.0,17949,7.52,7.49,4.54
2.39,Ideal,I,VS2,62.2,55.0,17955,8.58,8.56,5.33
1.55,Ideal,J,VS1,60.4,57.0,8548,7.52,7.54,4.55
2.2,Ideal,H,SI2,60.0,58.0,16530,8.47,8.5,5.09
1.51,Ideal,F,VS1,62.1,56.0,16520,7.38,7.34,4.57
1.8,Ideal,F,SI1,61.8,57.0,16513,7.83,7.79,4.83
2.11,Ideal,I,VS2,60.3,61.0,16512,8.29,8.22,4.98
1.5,Ideal,G,SI2,61.4,56.0,8580,7.34,7.38,4.52
1.5,Ideal,G,SI2,62.0,57.0,8580,7.26,7.31,4.52
2.08,Ideal,J,IF,61.0,55.0,17986,8.32,8.25,5.05
1.62,Ideal,E,VS2,61.4,57.0,16507,7.58,7.54,4.64
2.03,Ideal,G,SI2,62.5,56.0,16505,8.1,8.05,5.05
1.51,Ideal,I,SI1,62.8,54.0,8574,7.31,7.27,4.58
1.29,Ideal,G,VS2,62.5,57.0,8582,6.89,6.92,4.35
1.31,Ideal,H,VS1,61.5,56.0,8583,7.06,7.0,4.32
2.24,Ideal,F,SI2,60.3,59.0,17989,8.47,8.5,5.12
1.52,Ideal,G,VVS1,61.4,57.0,16492,7.4,7.38,4.54
1.24,Ideal,G,VS1,61.9,54.0,8584,6.89,6.92,4.27
1.23,Ideal,H,IF,61.3,57.0,8585,6.92,6.87,4.23
1.22,Ideal,G,VS2,62.0,55.0,7783,6.83,6.87,4.25
1.08,Ideal,F,VS2,61.0,57.0,7781,6.61,6.68,4.06
1.2,Ideal,F,VS2,61.2,53.0,8588,6.88,6.85,4.2
1.51,Ideal,H,SI1,61.7,56.0,7780,7.25,7.18,4.45
1.31,Ideal,H,VS1,61.5,55.0,8583,7.05,7.02,4.33
1.26,Ideal,E,SI1,61.5,59.0,8574,6.92,6.96,4.27
3.01,Ideal,J,I1,65.4,60.0,16538,8.99,8.93,5.86
2.01,Ideal,H,VS1,61.9,57.0,17983,8.15,8.05,5.01
1.57,Ideal,E,VS2,62.3,57.0,16570,7.39,7.44,4.62
2.05,Ideal,F,SI2,62.0,56.0,17957,8.12,8.19,5.06
2.01,Ideal,I,SI1,61.4,57.0,16562,8.13,8.19,5.01
1.01,Ideal,F,VS1,61.7,56.0,8552,6.48,6.45,3.99
1.5,Ideal,I,SI1,59.4,60.0,8555,7.54,7.5,4.47
1.18,Ideal,G,VS1,61.9,56.0,8556,6.81,6.76,4.2
1.21,Ideal,F,VS2,62.9,54.0,8557,6.82,6.78,4.28
1.33,Ideal,H,VS1,59.3,57.0,8558,7.18,7.22,4.27
2.02,Ideal,I,SI1,61.8,56.0,16560,8.07,8.09,4.99
1.21,Ideal,G,VS2,61.2,57.0,7792,6.9,6.85,4.21
2.21,Ideal,D,SI2,62.0,57.0,16558,8.36,8.31,5.18
1.01,Ideal,F,VS1,60.7,57.0,7792,6.52,6.49,3.95
1.01,Ideal,D,VS2,62.7,57.0,7792,6.39,6.36,4.0
1.29,Ideal,F,SI1,61.4,61.0,7790,7.0,6.97,4.29
1.18,Ideal,G,VS2,62.7,55.0,8564,6.77,6.74,4.23
1.6,Ideal,G,IF,59.8,54.0,16547,7.75,7.63,4.6
1.06,Ideal,E,VS1,62.1,57.0,8567,6.52,6.49,4.04
1.06,Ideal,G,VS1,61.2,56.0,7790,6.56,6.62,4.03
1.41,Ideal,F,VVS1,61.1,57.0,16545,7.2,7.28,4.42
1.21,Ideal,H,IF,61.0,57.0,7789,6.79,6.89,4.17
1.06,Ideal,E,VS2,61.8,55.0,7788,6.59,6.51,4.05
1.7,Ideal,J,SI2,60.5,57.0,8505,7.74,7.84,4.71
1.01,Ideal,G,VS2,62.1,59.0,7814,6.39,6.43,3.98
1.24,Ideal,G,VS2,62.1,56.0,8504,6.87,6.91,4.28
2.2,Ideal,I,SI1,61.7,55.0,17895,8.37,8.41,5.18
2.16,Ideal,H,SI1,61.9,57.0,17820,8.3,8.38,5.16
1.26,Ideal,H,VS1,61.5,59.0,7845,6.94,6.91,4.26
1.63,Ideal,E,VS2,61.3,55.0,17825,7.6,7.63,4.67
1.72,Ideal,H,SI1,62.2,57.0,7840,7.65,7.55,4.72
1.2,Ideal,F,VS2,62.3,56.0,8436,6.79,6.82,4.24
2.07,Ideal,J,VVS2,62.7,54.0,16769,8.17,8.12,5.11
1.51,Ideal,F,VVS2,62.6,57.0,16754,7.36,7.25,4.57
1.2,Ideal,G,VS1,62.3,56.0,8442,6.77,6.82,4.23
1.25,Ideal,F,VS1,62.4,57.0,7840,6.9,6.83,4.29
1.23,Ideal,H,IF,61.3,57.0,8431,6.87,6.92,4.23
2.36,Ideal,J,VS1,61.6,57.0,17829,8.6,8.55,5.28
1.24,Ideal,G,VS1,61.1,57.0,8449,6.98,6.91,4.24
1.05,Ideal,D,VS2,61.0,56.0,8451,6.54,6.61,4.01
1.06,Ideal,G,VS1,62.3,55.0,8451,6.5,6.53,4.06
1.21,Ideal,F,VS2,61.2,57.0,8452,6.87,6.82,4.19
1.03,Ideal,G,VVS1,62.4,57.0,8454,6.39,6.47,4.01
2.01,Ideal,H,VS1,62.9,54.0,17838,8.01,7.96,5.02
1.02,Ideal,F,VS1,62.2,57.0,7836,6.39,6.43,3.99
1.06,Ideal,G,VVS2,62.9,56.0,7836,6.6,6.56,4.14
1.65,Ideal,E,SI2,58.7,56.0,8455,7.76,7.73,4.55
2.01,Ideal,H,SI1,65.1,56.0,16733,7.91,7.84,5.12
1.12,Ideal,D,VS2,62.0,55.0,8430,6.66,6.63,4.12
1.13,Ideal,E,VS2,61.4,58.0,8430,6.71,6.74,4.13
1.31,Ideal,H,VS1,61.5,55.0,8429,7.02,7.05,4.33
1.69,Ideal,F,VS2,62.2,57.0,16789,7.59,7.66,4.74
1.07,Ideal,G,VS1,62.1,57.0,7858,6.48,6.57,4.05
1.22,Ideal,H,VS1,61.9,54.0,8411,6.88,6.9,4.26
1.06,Ideal,E,VS1,62.1,57.0,8413,6.49,6.52,4.04
1.2,Ideal,G,VS2,62.8,54.0,8414,6.75,6.79,4.25
1.18,Ideal,G,VS1,61.3,56.0,8414,6.81,6.83,4.17
2.01,Ideal,F,SI2,61.3,60.0,17798,8.05,8.1,4.95
1.04,Ideal,F,VS2,61.6,56.0,8415,6.53,6.55,4.03
1.19,Ideal,F,VS2,62.0,57.0,8415,6.78,6.76,4.2
1.3,Ideal,G,SI1,61.6,55.0,8416,7.01,7.05,4.33
1.07,Ideal,F,VS1,62.1,55.0,7850,6.58,6.56,4.08
1.75,Ideal,G,VS2,62.6,56.0,16783,7.72,7.65,4.81
1.33,Ideal,H,VS2,62.6,57.0,7850,7.02,6.98,4.38
2.72,Ideal,J,SI2,62.1,56.0,17801,8.97,8.93,5.56
1.6,Ideal,J,SI1,62.8,55.0,8418,7.48,7.42,4.68
1.54,Ideal,I,VS2,60.7,56.0,7848,7.51,7.46,4.54
1.46,Ideal,E,SI2,62.3,55.0,8421,7.29,7.25,4.53
1.09,Ideal,F,VS1,60.6,57.0,8422,6.62,6.64,4.02
2.17,Ideal,H,SI2,62.0,56.0,17805,8.25,8.29,5.13
1.51,Ideal,J,VS2,61.7,57.0,7847,7.44,7.4,4.58
1.31,Ideal,H,VS1,61.5,56.0,8429,7.0,7.06,4.32
2.11,Ideal,I,VS1,61.9,57.0,16723,8.28,8.22,5.11
2.09,Ideal,I,VS2,62.5,56.0,17999,8.13,8.17,5.1
1.24,Ideal,D,SI1,60.4,57.0,8457,6.95,7.02,4.22
2.01,Ideal,E,SI2,62.2,57.0,17849,8.09,8.04,5.02
2.22,Ideal,J,VS1,61.8,59.0,16689,8.34,8.37,5.16
1.06,Ideal,G,VVS1,61.6,57.0,8488,6.53,6.55,4.03
1.51,Ideal,D,VS1,63.0,53.4,16688,7.28,7.3,4.6
2.0,Ideal,I,VS1,62.0,57.0,17889,8.04,7.99,4.97
1.24,Ideal,H,VVS1,62.3,54.0,8489,6.88,6.9,4.29
2.32,Ideal,J,VS1,62.5,54.5,17891,8.44,8.47,5.28
2.4,Ideal,J,SI1,62.7,57.0,16687,8.6,8.5,5.36
1.07,Ideal,H,VVS2,61.3,57.0,7821,6.6,6.62,4.05
1.07,Ideal,G,VVS2,61.8,55.0,8491,6.57,6.61,4.07
1.2,Ideal,F,VS2,62.6,56.0,8486,6.78,6.73,4.23
1.8,Ideal,H,VS1,62.0,57.0,16683,7.84,7.78,4.84
1.25,Ideal,H,VS2,61.1,55.0,8498,6.94,6.97,4.25
1.53,Ideal,H,SI2,61.9,57.0,8499,7.42,7.34,4.57
2.02,Ideal,H,SI1,62.3,57.0,16665,8.04,8.14,5.04
1.32,Ideal,I,VVS1,61.0,56.0,8501,7.09,7.07,4.32
1.7,Ideal,F,VS2,62.3,56.0,17892,7.61,7.65,4.75
1.09,Ideal,G,VS1,62.3,55.0,7820,6.59,6.63,4.12
1.14,Ideal,F,VS2,61.9,57.0,7819,6.67,6.7,4.13
2.01,Ideal,H,SI1,61.9,60.0,17892,8.09,8.07,5.0
1.58,Ideal,E,VS1,62.6,56.0,17894,7.41,7.44,4.65
1.55,Ideal,J,VS2,61.4,55.0,8498,7.41,7.49,4.58
1.2,Ideal,F,VS2,62.3,55.0,8486,6.83,6.79,4.24
1.02,Ideal,G,VVS1,62.6,56.0,8485,6.39,6.42,4.01
1.22,Ideal,G,VS2,59.9,56.0,8485,7.01,6.97,4.19
2.04,Ideal,I,SI1,60.2,56.0,16718,8.19,8.26,4.95
2.17,Ideal,I,SI1,62.1,57.0,16716,8.26,8.32,5.15
1.23,Ideal,G,VS1,61.8,57.0,8465,6.89,6.86,4.25
2.53,Ideal,I,SI1,62.4,57.0,16709,8.68,8.59,5.39
2.24,Ideal,I,SI2,61.7,58.0,16709,8.43,8.37,5.18
2.36,Ideal,I,SI2,62.8,55.0,16707,8.47,8.5,5.33
1.5,Ideal,H,SI2,62.4,58.0,8471,7.29,7.26,4.54
2.02,Ideal,I,SI1,62.2,57.0,16704,8.1,8.04,5.02
2.43,Ideal,I,SI2,62.3,59.0,17856,8.54,8.61,5.34
2.09,Ideal,I,SI1,61.4,56.0,16704,8.23,8.27,5.06
1.12,Ideal,G,VS1,62.2,56.0,7827,6.71,6.67,4.16
2.09,Ideal,H,SI2,60.6,57.0,16703,8.3,8.2,5.0
2.03,Ideal,H,SI1,60.8,57.0,17864,8.18,8.24,4.99
2.0,Ideal,F,SI2,62.0,57.0,17871,8.1,8.03,5.0
