carat,cut,color,clarity,depth,table,price,x,y,z
0.41,Ideal,G,VS2,61.6,54.0,900,4.81,4.84,2.97
0.35,Ideal,E,VS1,62.0,55.0,900,4.54,4.58,2.82
0.32,Ideal,F,VS1,61.9,56.0,900,4.4,4.35,2.71
0.32,Ideal,F,VS1,61.3,56.0,900,4.44,4.4,2.71
0.32,Ideal,F,VS1,61.9,56.0,900,4.4,4.36,2.71
0.32,Ideal,E,VS2,61.9,56.0,900,4.4,4.36,2.71
0.32,Ideal,E,VS2,61.3,57.0,900,4.45,4.42,2.72
0.32,Ideal,E,VS2,61.9,55.0,900,4.43,4.42,2.74
0.32,Ideal,E,VS2,62.3,56.0,900,4.41,4.38,2.74
0.5,Ideal,F,VVS2,62.0,56.0,2016,5.08,5.05,3.14
0.5,Ideal,F,VVS2,59.9,58.0,2016,5.14,5.17,3.09
0.41,Ideal,G,VS1,62.4,57.0,899,4.7,4.75,2.95
0.41,Ideal,G,VS1,60.8,57.0,899,4.8,4.84,2.93
0.41,Ideal,G,VS1,61.7,57.0,899,4.78,4.81,2.96
0.38,Ideal,H,VS2,62.8,56.0,898,4.62,4.59,2.89
0.32,Ideal,F,VVS1,62.0,55.0,898,4.41,4.43,2.74
0.34,Ideal,G,VS1,61.3,55.0,898,4.52,4.55,2.78
0.32,Ideal,E,VS1,61.6,55.0,898,4.43,4.46,2.74
0.32,Ideal,E,VS1,61.0,57.0,898,4.4,4.42,2.69
0.32,Ideal,E,VS1,61.4,56.0,898,4.42,4.44,2.72
0.5,Ideal,F,VVS2,62.0,53.6,2025,5.09,5.13,3.18
0.32,Ideal,G,IF,61.7,57.0,898,4.39,4.42,2.72
0.32,Ideal,G,IF,61.4,55.0,898,4.42,4.44,2.72
0.32,Ideal,G,IF,61.8,55.0,898,4.38,4.42,2.72
0.4,Ideal,E,VS1,62.1,55.0,898,4.75,4.79,2.96
0.5,Ideal,F,VVS2,62.2,54.0,2025,5.07,5.12,3.17
0.42,Ideal,H,SI1,62.2,57.0,898,4.8,4.78,2.98
0.42,Ideal,H,SI1,62.9,57.0,898,4.84,4.76,3.02
0.42,Ideal,H,SI1,62.7,56.0,898,4.78,4.76,2.99
0.38,Ideal,E,SI1,61.9,55.0,898,4.7,4.64,2.89
0.42,Ideal,H,SI1,62.4,57.0,898,4.79,4.76,2.98
0.42,Ideal,E,SI2,62.4,55.0,898,4.81,4.77,2.99
0.42,Ideal,E,SI2,62.9,56.0,898,4.8,4.77,3.01
0.42,Ideal,D,SI2,62.4,57.0,898,4.81,4.78,2.99
0.38,Ideal,H,VS2,62.8,55.0,898,4.66,4.64,2.92
0.5,Ideal,F,VVS1,62.0,58.0,2018,5.06,5.07,3.14
0.3,Ideal,F,IF,62.1,55.0,886,4.31,4.35,2.69
0.27,Ideal,D,IF,62.4,56.0,893,4.15,4.12,2.58
0.33,Ideal,F,VVS1,61.7,54.0,893,4.46,4.49,2.76
0.32,Ideal,E,VVS2,62.3,55.0,890,4.37,4.4,2.73
0.32,Ideal,E,VVS1,61.3,57.0,890,4.42,4.45,2.72
0.31,Ideal,E,VVS1,61.7,56.0,890,4.38,4.41,2.71
0.4,Ideal,D,VS2,61.7,57.0,890,4.72,4.75,2.92
0.4,Ideal,D,VS2,62.1,53.0,890,4.77,4.8,2.97
0.4,Ideal,F,VS1,62.0,56.0,890,4.73,4.75,2.94
0.33,Ideal,E,VVS2,61.8,56.0,891,4.44,4.46,2.75
0.36,Ideal,D,SI2,62.3,57.0,537,4.52,4.57,2.83
0.41,Ideal,I,VVS1,62.0,54.5,891,4.77,4.8,2.97
0.41,Ideal,G,VS2,62.2,57.0,891,4.75,4.77,2.96
0.4,Ideal,D,VS2,62.2,54.0,891,4.73,4.76,2.95
0.38,Ideal,F,VS1,60.9,55.0,891,4.69,4.73,2.87
0.43,Ideal,H,SI1,60.7,54.0,891,4.96,4.92,3.0
0.31,Ideal,G,IF,61.4,55.0,891,4.35,4.38,2.68
0.31,Ideal,G,IF,61.4,55.0,891,4.36,4.4,2.69
0.31,Ideal,G,IF,62.2,55.0,891,4.35,4.4,2.72
0.31,Ideal,G,IF,61.9,55.0,891,4.35,4.38,2.7
0.31,Ideal,G,IF,61.6,56.0,891,4.38,4.42,2.71
0.31,Ideal,G,IF,61.0,56.0,891,4.38,4.41,2.68
0.35,Ideal,D,VS1,60.8,57.0,890,4.57,4.61,2.79
0.43,Ideal,J,IF,62.4,56.0,890,4.84,4.87,3.03
0.34,Ideal,H,VS2,60.5,56.0,537,4.54,4.58,2.76
0.38,Ideal,F,VS2,61.2,57.0,889,4.67,4.64,2.85
0.3,Ideal,F,IF,62.3,53.0,886,4.34,4.36,2.71
0.3,Ideal,F,IF,62.4,58.0,886,4.25,4.28,2.66
0.36,Ideal,H,SI1,61.6,56.0,538,4.6,4.62,2.84
0.3,Ideal,F,IF,61.8,56.0,886,4.31,4.33,2.67
0.3,Ideal,F,IF,62.3,55.0,886,4.29,4.31,2.68
0.3,Ideal,F,IF,62.2,53.0,886,4.34,4.38,2.71
0.36,Ideal,H,SI1,62.3,53.0,538,4.57,4.61,2.86
0.42,Ideal,F,SI1,61.6,56.0,886,4.83,4.81,2.97
0.36,Ideal,E,VVS2,62.0,54.0,887,4.56,4.6,2.84
0.31,Ideal,G,IF,61.3,54.0,891,4.38,4.4,2.69
0.35,Ideal,G,VVS1,61.2,56.0,887,4.55,4.57,2.79
0.35,Ideal,G,VVS1,61.7,56.0,887,4.54,4.57,2.81
0.23,Ideal,F,VVS2,61.4,57.0,538,3.96,3.99,2.44
0.35,Ideal,H,IF,62.1,54.0,887,4.55,4.59,2.84
0.36,Ideal,G,VVS2,61.8,55.0,888,4.57,4.62,2.84
0.45,Ideal,H,VS1,62.0,54.0,888,4.92,4.95,3.06
0.31,Ideal,F,IF,60.8,56.0,888,4.43,4.45,2.7
0.39,Ideal,E,VS1,59.9,57.0,889,4.78,4.8,2.87
0.41,Ideal,D,VS2,61.2,57.0,889,4.78,4.82,2.94
0.34,Ideal,H,VS2,61.4,57.0,537,4.48,4.55,2.77
0.35,Ideal,G,VVS1,61.0,56.0,887,4.56,4.59,2.79
0.46,Ideal,I,VS2,62.2,54.7,893,4.95,4.97,3.09
0.31,Ideal,G,IF,61.4,56.0,891,4.38,4.41,2.7
0.31,Ideal,G,IF,61.8,56.0,891,4.33,4.37,2.69
0.34,Ideal,I,VS1,62.4,55.0,537,4.47,4.51,2.8
0.36,Ideal,G,SI1,62.7,55.0,537,4.54,4.59,2.86
0.34,Ideal,H,VS2,61.5,54.0,537,4.5,4.54,2.78
0.33,Ideal,I,IF,61.8,55.0,891,4.47,4.46,2.76
0.33,Ideal,I,IF,62.1,55.0,891,4.44,4.41,2.75
0.33,Ideal,I,IF,61.6,55.0,891,4.47,4.46,2.75
0.33,Ideal,I,IF,62.2,56.0,891,4.45,4.42,2.76
0.33,Ideal,I,IF,61.4,56.0,891,4.45,4.41,2.72
0.36,Ideal,G,VVS1,60.0,56.0,892,4.66,4.69,2.81
0.32,Ideal,E,VVS1,61.2,55.0,892,4.4,4.45,2.71
0.32,Ideal,E,VVS1,61.2,55.0,892,4.41,4.42,2.7
0.3,Ideal,F,IF,60.8,56.0,892,4.35,4.36,2.65
0.3,Ideal,F,IF,60.9,56.0,892,4.32,4.35,2.64
0.34,Ideal,H,VS2,62.6,54.0,537,4.45,4.5,2.8
0.33,Ideal,D,VVS2,61.7,55.0,893,4.46,4.49,2.76
0.33,Ideal,F,VVS1,61.9,55.0,893,4.43,4.46,2.75
0.33,Ideal,F,VVS1,61.4,55.0,893,4.47,4.52,2.76
0.33,Ideal,F,VVS1,61.3,55.0,893,4.46,4.48,2.74
0.33,Ideal,F,VVS1,61.1,56.0,893,4.45,4.48,2.73
0.34,Ideal,I,VS1,62.6,56.0,537,4.44,4.47,2.79
0.31,Ideal,G,IF,62.1,54.0,891,4.37,4.39,2.72
0.31,Ideal,G,IF,61.2,55.0,891,4.4,4.42,2.7
0.31,Ideal,G,IF,61.2,56.0,891,4.36,4.4,2.68
0.31,Ideal,G,IF,61.9,54.0,891,4.35,4.37,2.7
0.31,Ideal,G,IF,61.8,55.0,891,4.35,4.39,2.7
0.31,Ideal,G,IF,61.8,54.0,891,4.36,4.38,2.7
0.31,Ideal,G,IF,61.9,54.0,891,4.35,4.38,2.7
0.31,Ideal,G,IF,61.0,57.0,891,4.4,4.42,2.69
0.31,Ideal,G,IF,61.7,56.0,891,4.34,4.38,2.69
0.31,Ideal,G,IF,62.0,54.0,891,4.36,4.38,2.71
0.31,Ideal,G,IF,61.7,55.0,891,4.36,4.39,2.7
0.31,Ideal,G,IF,61.6,55.0,891,4.37,4.39,2.7
0.31,Ideal,G,IF,62.6,53.0,891,4.36,4.39,2.74
0.34,Ideal,H,VS2,62.5,54.0,537,4.49,4.54,2.82
0.31,Ideal,G,IF,62.1,54.0,891,4.36,4.37,2.71
0.31,Ideal,G,IF,61.3,57.0,891,4.39,4.42,2.7
0.31,Ideal,G,IF,62.1,54.0,891,4.38,4.41,2.73
0.31,Ideal,G,IF,60.2,59.0,891,4.37,4.4,2.64
0.31,Ideal,G,IF,61.9,53.0,891,4.36,4.39,2.71
0.31,Ideal,G,IF,61.7,54.0,891,4.38,4.4,2.71
0.31,Ideal,G,IF,62.1,54.0,891,4.35,4.38,2.71
0.31,Ideal,G,IF,61.0,57.0,891,4.36,4.39,2.67
0.31,Ideal,G,IF,61.6,55.0,891,4.35,4.38,2.69
0.31,Ideal,G,IF,61.3,56.0,891,4.38,4.4,2.69
0.39,Ideal,E,VS1,60.8,56.0,914,4.74,4.77,2.89
0.32,Ideal,G,IF,60.9,57.0,918,4.41,4.46,2.7
0.31,Ideal,F,IF,61.2,56.0,914,4.37,4.39,2.68
0.42,Ideal,I,VVS1,62.4,57.0,945,4.83,4.79,3.0
0.4,Ideal,I,VS1,63.0,56.0,945,4.72,4.68,2.96
0.34,Ideal,G,SI1,61.8,54.4,531,4.49,4.52,2.79
0.4,Ideal,F,SI1,62.9,57.0,945,4.7,4.68,2.95
0.34,Ideal,G,SI1,61.9,55.5,531,4.49,4.54,2.79
0.34,Ideal,D,I1,62.5,57.0,530,4.49,4.47,2.8
0.4,Ideal,E,SI1,60.5,57.0,945,4.81,4.77,2.9
0.4,Ideal,E,SI1,62.2,55.0,945,4.75,4.71,2.94
0.4,Ideal,E,SI1,62.0,57.0,945,4.78,4.74,2.95
0.4,Ideal,E,SI1,61.8,56.0,945,4.74,4.71,2.92
0.4,Ideal,E,SI1,62.7,57.0,945,4.72,4.69,2.95
0.4,Ideal,E,SI1,61.2,57.0,945,4.74,4.7,2.89
0.36,Ideal,G,VVS1,62.1,56.0,945,4.6,4.58,2.85
0.35,Ideal,I,IF,62.5,55.0,945,4.54,4.52,2.83
0.34,Ideal,D,I1,61.4,55.0,530,4.52,4.5,2.77
0.31,Ideal,H,SI1,61.0,56.0,530,4.38,4.41,2.68
0.3,Ideal,G,VVS1,61.4,56.0,945,4.34,4.32,2.66
0.4,Ideal,E,SI1,61.1,56.0,945,4.79,4.77,2.92
0.23,Ideal,F,VVS1,62.7,57.0,530,3.9,3.92,2.45
0.37,Ideal,G,SI1,61.1,56.0,531,4.64,4.66,2.84
0.23,Ideal,D,VVS2,62.1,57.0,530,3.92,3.97,2.45
0.42,Ideal,I,VVS1,62.7,55.0,945,4.8,4.77,3.0
0.47,Ideal,E,VVS2,62.0,55.0,1883,4.97,5.0,3.09
0.3,Ideal,E,IF,61.7,55.0,943,4.31,4.34,2.67
0.34,Ideal,E,VVS2,62.4,55.0,944,4.47,4.51,2.79
0.48,Ideal,I,VS1,62.2,54.0,944,5.03,5.06,3.14
0.32,Ideal,E,IF,62.0,55.0,944,4.37,4.41,2.72
0.41,Ideal,H,VVS1,61.5,55.0,945,4.79,4.81,2.95
0.45,Ideal,F,VS2,62.8,55.0,945,4.88,4.86,3.06
0.5,Ideal,G,VVS1,61.9,58.0,1883,5.06,5.09,3.14
0.32,Ideal,F,VVS2,61.6,55.0,945,4.41,4.42,2.72
0.35,Ideal,D,VVS2,61.6,54.0,945,4.55,4.57,2.81
0.35,Ideal,F,VVS1,61.8,54.0,945,4.53,4.56,2.81
0.35,Ideal,F,VVS1,61.8,55.0,945,4.53,4.57,2.81
0.35,Ideal,F,VVS1,61.5,55.0,945,4.51,4.56,2.79
0.33,Ideal,E,VVS1,61.9,54.0,945,4.45,4.47,2.76
0.5,Ideal,G,VVS1,62.2,54.0,1883,5.1,5.13,3.18
0.42,Ideal,G,SI1,62.9,54.0,945,4.81,4.79,3.02
0.42,Ideal,G,SI1,62.5,56.0,945,4.83,4.8,3.01
0.5,Ideal,G,VVS1,62.2,55.0,1883,5.09,5.11,3.17
0.42,Ideal,I,VVS1,62.0,55.0,945,4.88,4.8,3.0
0.42,Ideal,I,VVS1,60.2,57.0,945,4.88,4.85,2.93
0.42,Ideal,I,VVS1,62.5,57.0,945,4.8,4.77,2.99
0.3,Ideal,E,IF,62.6,53.0,943,4.29,4.33,2.7
0.23,Ideal,E,VVS2,62.8,57.0,530,3.91,3.96,2.47
0.23,Ideal,F,VVS2,61.0,57.0,530,3.98,4.02,2.44
0.23,Ideal,F,VVS2,62.3,56.0,530,3.95,4.01,2.48
0.32,Ideal,D,SI2,62.6,56.0,477,4.38,4.4,2.75
0.32,Ideal,D,SI2,59.5,57.0,477,4.47,4.5,2.67
0.34,Ideal,E,SI2,62.4,57.0,477,4.47,4.5,2.8
0.32,Ideal,D,SI2,61.4,56.0,477,4.43,4.46,2.73
0.32,Ideal,D,SI2,61.8,55.0,477,4.38,4.42,2.72
0.32,Ideal,D,SI2,61.7,55.0,477,4.38,4.4,2.71
0.32,Ideal,G,SI1,62.5,55.0,477,4.35,4.38,2.73
0.32,Ideal,D,SI2,59.8,57.0,477,4.4,4.46,2.65
0.4,Ideal,E,VS1,62.5,55.0,947,4.67,4.71,2.93
0.42,Ideal,D,VS2,62.6,56.0,948,4.76,4.8,2.99
0.39,Ideal,E,VS1,62.0,54.0,948,4.68,4.71,2.91
0.39,Ideal,E,VS1,62.2,55.0,948,4.67,4.7,2.91
0.43,Ideal,F,SI1,61.3,56.0,948,4.9,4.86,2.99
0.47,Ideal,E,VS1,61.2,56.0,1872,5.01,5.05,3.08
0.44,Ideal,E,VVS1,61.4,55.0,1868,4.92,4.95,3.03
0.38,Ideal,D,VVS1,60.3,56.0,1867,4.72,4.74,2.85
0.3,Ideal,E,VVS2,60.8,56.0,949,4.35,4.37,2.65
0.3,Ideal,E,VVS2,61.3,57.0,949,4.3,4.32,2.64
0.32,Ideal,G,SI1,61.3,56.0,477,4.39,4.42,2.7
0.23,Ideal,E,VVS2,62.5,57.0,530,3.92,3.99,2.47
0.32,Ideal,F,VVS1,61.5,56.0,947,4.44,4.45,2.73
0.38,Ideal,E,VVS2,61.8,56.0,947,4.67,4.72,2.9
0.23,Ideal,F,VVS2,60.3,57.0,530,3.99,4.03,2.42
0.35,Ideal,E,VS1,61.3,55.0,945,4.58,4.55,2.8
0.23,Ideal,F,VVS2,61.9,57.0,530,3.93,3.96,2.44
0.35,Ideal,D,VS2,62.3,56.0,945,4.54,4.51,2.82
0.34,Ideal,E,VVS1,61.0,57.0,946,4.53,4.55,2.77
0.33,Ideal,G,IF,61.5,55.0,946,4.48,4.5,2.76
0.33,Ideal,G,IF,61.2,56.0,946,4.47,4.51,2.75
0.33,Ideal,G,IF,61.7,56.0,946,4.47,4.51,2.77
0.33,Ideal,G,IF,61.8,54.0,946,4.47,4.49,2.77
0.33,Ideal,G,IF,61.9,55.0,946,4.44,4.45,2.75
0.33,Ideal,G,IF,60.9,57.0,946,4.45,4.48,2.72
0.33,Ideal,G,IF,61.3,55.0,946,4.49,4.51,2.76
0.33,Ideal,G,IF,61.0,56.0,946,4.48,4.5,2.74
0.33,Ideal,G,IF,61.7,55.0,946,4.47,4.48,2.76
0.33,Ideal,G,IF,61.0,55.0,946,4.49,4.52,2.75
0.3,Ideal,F,IF,61.1,57.0,947,4.35,4.39,2.67
0.3,Ideal,F,IF,62.0,56.0,947,4.3,4.34,2.68
0.36,Ideal,H,IF,61.9,57.0,947,4.55,4.6,2.83
0.23,Ideal,F,VVS2,62.0,56.0,530,3.92,3.98,2.45
0.23,Ideal,F,VVS2,60.9,57.0,530,3.95,3.97,2.41
0.3,Ideal,E,VVS2,61.4,55.0,949,4.33,4.36,2.67
0.3,Ideal,E,IF,62.0,54.0,943,4.31,4.34,2.68
0.32,Ideal,F,IF,61.8,54.0,943,4.44,4.46,2.75
0.31,Ideal,E,VS1,61.8,56.0,942,4.34,4.33,2.68
0.31,Ideal,E,VS1,61.6,56.0,942,4.38,4.35,2.69
0.31,Ideal,E,VS1,60.4,57.0,942,4.4,4.37,2.65
0.31,Ideal,D,VS2,61.8,56.0,942,4.36,4.32,2.68
0.31,Ideal,D,VS2,61.5,56.0,942,4.36,4.35,2.68
0.31,Ideal,D,IF,60.5,57.0,1917,4.39,4.41,2.66
0.31,Ideal,D,VS2,61.5,56.0,942,4.41,4.37,2.7
0.31,Ideal,D,VS2,61.2,55.0,942,4.42,4.37,2.69
0.31,Ideal,D,VS2,60.4,56.0,942,4.42,4.39,2.66
0.31,Ideal,D,VS2,61.2,55.0,942,4.39,4.37,2.68
0.31,Ideal,D,VS2,61.3,57.0,942,4.4,4.37,2.69
0.31,Ideal,D,VS2,61.6,55.0,942,4.37,4.36,2.69
0.31,Ideal,D,VS2,61.6,57.0,942,4.38,4.36,2.69
0.31,Ideal,D,VS2,61.9,56.0,942,4.38,4.37,2.71
0.31,Ideal,D,VS2,62.0,55.0,942,4.38,4.36,2.71
0.31,Ideal,D,VS2,61.8,57.0,942,4.38,4.36,2.7
0.31,Ideal,D,VS2,61.5,56.0,942,4.37,4.35,2.68
0.31,Ideal,D,VS2,60.7,56.0,942,4.38,4.35,2.65
0.31,Ideal,D,VS2,61.2,55.0,942,4.38,4.35,2.67
0.31,Ideal,E,VS1,61.4,57.0,942,4.37,4.32,2.67
0.31,Ideal,D,VS2,61.7,55.0,942,4.4,4.35,2.7
0.31,Ideal,E,VS1,61.6,57.0,942,4.35,4.32,2.67
0.31,Ideal,D,VS2,61.2,55.0,942,4.46,4.36,2.7
0.39,Ideal,F,VS1,61.7,56.1,939,4.65,4.7,2.89
0.4,Ideal,E,VS1,61.2,55.0,940,4.76,4.79,2.92
0.33,Ideal,D,VS2,61.5,56.0,940,4.47,4.5,2.76
0.33,Ideal,D,VS2,60.9,56.0,940,4.49,4.51,2.74
0.38,Ideal,E,VS1,60.8,56.0,940,4.7,4.75,2.86
0.32,Ideal,G,IF,61.9,56.0,940,4.39,4.46,2.74
0.3,Ideal,I,VVS2,62.3,53.7,532,4.29,4.32,2.68
0.41,Ideal,H,VS2,61.3,56.0,941,4.81,4.84,2.96
0.34,Ideal,F,IF,62.2,55.0,941,4.47,4.5,2.79
0.44,Ideal,H,SI1,61.9,57.0,941,4.92,4.9,3.04
0.43,Ideal,G,VS1,61.2,57.0,941,4.88,4.83,2.97
0.38,Ideal,D,VS1,62.0,57.0,942,4.7,4.69,2.91
0.31,Ideal,E,VVS1,60.5,57.0,942,4.38,4.41,2.66
0.43,Ideal,G,VS2,61.7,55.0,942,4.85,4.88,3.0
0.4,Ideal,G,SI1,61.5,57.0,942,4.74,4.76,2.92
0.31,Ideal,E,VS1,61.9,56.0,942,4.34,4.32,2.68
0.31,Ideal,E,VS1,61.7,56.0,942,4.41,4.37,2.71
0.31,Ideal,E,VS1,60.9,57.0,942,4.41,4.39,2.68
0.31,Ideal,E,VS1,61.8,56.0,942,4.37,4.34,2.69
0.31,Ideal,D,VS2,59.0,57.0,942,4.48,4.44,2.63
0.32,Ideal,F,IF,62.2,54.0,943,4.4,4.44,2.75
0.31,Ideal,D,VS2,62.1,54.0,942,4.41,4.35,2.72
0.31,Ideal,D,VS2,61.5,56.0,942,4.37,4.34,2.68
0.38,Ideal,G,VVS2,61.0,56.0,943,4.67,4.71,2.86
0.38,Ideal,D,VVS1,60.3,56.0,1915,4.74,4.72,2.85
0.5,Ideal,F,VVS2,60.7,57.0,1912,5.12,5.16,3.12
0.43,Ideal,G,VS1,62.3,56.0,943,4.82,4.85,3.01
0.43,Ideal,G,VS1,61.1,56.0,943,4.86,4.9,2.98
0.43,Ideal,G,VS1,61.9,55.0,943,4.84,4.86,3.0
0.43,Ideal,G,VS1,61.3,57.0,943,4.85,4.88,2.98
0.43,Ideal,H,VVS2,62.3,55.0,943,4.82,4.85,3.01
0.43,Ideal,H,VVS2,61.3,56.0,943,4.86,4.9,2.99
0.43,Ideal,G,VS1,61.9,55.0,943,4.84,4.86,3.0
0.4,Ideal,F,VVS1,61.1,56.0,1908,4.78,4.81,2.93
0.5,Ideal,G,VVS1,62.2,56.0,1897,5.08,5.11,3.17
0.32,Ideal,F,IF,60.9,57.0,943,4.42,4.45,2.7
0.32,Ideal,F,IF,61.3,57.0,943,4.42,4.46,2.72
0.5,Ideal,D,VS1,61.0,56.0,1893,5.13,5.17,3.14
0.32,Ideal,F,IF,60.9,57.0,943,4.41,4.43,2.69
0.5,Ideal,D,VS2,61.8,56.0,1893,5.11,5.14,3.16
0.5,Ideal,E,VS2,60.4,56.0,1892,5.15,5.21,3.13
0.32,Ideal,F,IF,62.5,54.0,943,4.38,4.42,2.75
0.31,Ideal,H,VVS1,60.8,55.0,942,4.42,4.39,2.68
0.31,Ideal,D,VS2,61.9,56.0,942,4.38,4.34,2.7
0.31,Ideal,D,VS2,62.1,55.0,942,4.32,4.31,2.68
0.31,Ideal,D,VS2,62.5,56.0,942,4.32,4.29,2.69
0.31,Ideal,D,VS2,62.5,56.0,942,4.36,4.34,2.72
0.31,Ideal,D,VS2,62.1,56.0,942,4.35,4.34,2.7
0.31,Ideal,D,VS2,62.1,54.0,942,4.36,4.34,2.7
0.31,Ideal,D,VS2,61.8,55.0,942,4.37,4.33,2.69
0.31,Ideal,D,VS2,62.1,54.0,942,4.37,4.33,2.7
0.31,Ideal,D,VS2,62.1,54.0,942,4.37,4.33,2.7
0.31,Ideal,D,VS2,62.3,55.0,942,4.37,4.33,2.71
0.31,Ideal,D,VS2,62.2,56.0,942,4.36,4.32,2.7
0.31,Ideal,D,VS2,62.0,55.0,942,4.35,4.33,2.69
0.31,Ideal,D,VS2,62.6,56.0,942,4.36,4.33,2.72
0.31,Ideal,D,VS2,62.5,57.0,942,4.36,4.31,2.71
0.31,Ideal,D,VS2,62.5,56.0,942,4.36,4.31,2.71
0.31,Ideal,D,VS2,62.2,56.0,942,4.33,4.32,2.69
0.31,Ideal,D,VS2,62.1,55.0,942,4.35,4.32,2.69
0.31,Ideal,D,VS2,62.2,55.0,942,4.34,4.31,2.69
0.31,Ideal,D,VS2,62.7,55.0,942,4.34,4.31,2.71
0.31,Ideal,D,VS2,62.9,55.0,942,4.34,4.31,2.72
0.31,Ideal,D,VS2,62.2,54.0,942,4.34,4.31,2.69
0.31,Ideal,D,VS2,62.2,57.0,942,4.34,4.31,2.69
0.31,Ideal,D,VS2,62.7,57.0,942,4.34,4.3,2.71
0.3,Ideal,E,VVS2,61.4,56.0,949,4.33,4.37,2.67
0.38,Ideal,H,VVS1,61.1,56.0,949,4.68,4.71,2.87
0.38,Ideal,G,VVS1,61.2,54.0,949,4.69,4.72,2.88
0.42,Ideal,E,VS2,61.3,56.0,958,4.81,4.85,2.96
0.5,Ideal,F,VVS2,62.3,57.0,1850,5.06,5.08,3.16
0.5,Ideal,D,SI1,61.8,55.0,1848,5.11,5.15,3.17
0.42,Ideal,E,VS2,62.3,55.0,958,4.77,4.83,2.99
0.42,Ideal,E,VS2,62.2,55.0,958,4.79,4.83,2.99
0.39,Ideal,F,VS1,62.3,57.0,958,4.65,4.69,2.91
0.42,Ideal,E,VS2,62.1,56.0,958,4.77,4.8,2.97
0.42,Ideal,E,VS2,61.7,56.0,958,4.8,4.82,2.97
0.5,Ideal,H,SI2,62.9,57.0,958,5.04,5.01,3.16
0.32,Ideal,F,IF,61.2,57.0,958,4.44,4.45,2.72
0.31,Ideal,E,IF,62.2,53.0,958,4.35,4.4,2.72
0.34,Ideal,F,VVS1,61.7,55.0,959,4.51,4.5,2.78
0.35,Ideal,G,IF,60.7,57.0,959,4.59,4.61,2.79
0.35,Ideal,G,IF,60.2,57.0,959,4.6,4.64,2.78
0.31,Ideal,F,VVS1,61.8,56.0,959,4.36,4.34,2.69
0.31,Ideal,F,VVS1,62.1,56.0,959,4.38,4.35,2.71
0.31,Ideal,F,VVS1,62.4,57.0,959,4.32,4.3,2.69
0.33,Ideal,H,IF,61.0,55.0,959,4.5,4.49,2.74
0.33,Ideal,H,IF,60.5,56.0,959,4.54,4.52,2.74
0.42,Ideal,E,VS2,62.0,55.0,958,4.8,4.82,2.98
0.33,Ideal,H,IF,60.6,57.0,959,4.51,4.5,2.73
0.42,Ideal,E,VS2,62.4,55.0,958,4.79,4.83,3.0
0.42,Ideal,E,VS2,62.4,55.0,958,4.79,4.8,2.99
0.3,Ideal,G,IF,62.6,57.0,956,4.32,4.28,2.69
0.3,Ideal,G,IF,63.0,53.0,956,4.3,4.24,2.69
0.44,Ideal,I,VVS2,61.1,57.0,957,4.91,4.95,3.01
0.36,Ideal,D,VVS2,61.9,53.0,957,4.57,4.6,2.84
0.33,Ideal,F,IF,62.2,53.0,957,4.46,4.48,2.78
0.33,Ideal,F,IF,61.2,56.0,957,4.48,4.5,2.75
0.3,Ideal,E,IF,61.3,58.0,957,4.28,4.33,2.64
0.3,Ideal,E,IF,61.1,57.0,957,4.31,4.33,2.64
0.3,Ideal,E,IF,61.2,58.0,957,4.31,4.38,2.66
0.3,Ideal,E,IF,62.2,55.0,957,4.32,4.36,2.7
0.5,Ideal,G,VVS2,62.8,57.0,1858,5.07,5.05,3.18
0.37,Ideal,F,VS2,60.6,56.0,957,4.64,4.63,2.81
0.37,Ideal,F,VS2,61.1,57.0,957,4.67,4.63,2.84
0.37,Ideal,F,VS2,61.4,56.0,957,4.63,4.59,2.83
0.33,Ideal,D,VS1,60.9,57.0,957,4.5,4.47,2.73
0.5,Ideal,G,SI1,60.2,57.0,1857,5.16,5.2,3.12
0.5,Ideal,D,VS2,60.7,57.0,1854,5.12,5.22,3.14
0.42,Ideal,E,VS2,61.8,57.0,958,4.77,4.81,2.96
0.42,Ideal,E,VS2,62.4,55.0,958,4.79,4.83,3.0
0.39,Ideal,F,VS1,62.2,56.0,958,4.63,4.7,2.9
0.3,Ideal,G,IF,62.8,57.0,956,4.3,4.27,2.69
0.4,Ideal,E,VS1,62.1,55.0,960,4.79,4.75,2.96
0.37,Ideal,F,VVS1,61.3,55.0,960,4.62,4.65,2.84
0.32,Ideal,H,SI1,61.8,55.0,479,4.39,4.41,2.72
0.32,Ideal,H,SI1,61.0,56.0,479,4.4,4.42,2.69
0.27,Ideal,I,VVS2,61.3,56.0,480,4.15,4.17,2.55
0.27,Ideal,I,VVS2,61.6,55.0,480,4.17,4.21,2.58
0.33,Ideal,I,VS2,62.3,54.0,480,4.45,4.48,2.78
0.33,Ideal,I,VS2,61.4,56.0,480,4.45,4.48,2.74
0.27,Ideal,H,VS1,61.6,56.0,480,4.16,4.19,2.57
0.27,Ideal,H,VS1,61.6,56.0,480,4.18,4.2,2.58
0.5,Ideal,D,VS2,61.9,57.0,1845,5.09,5.06,3.14
0.41,Ideal,G,VS1,61.6,57.0,961,4.77,4.74,2.93
0.41,Ideal,G,VS1,62.4,57.0,961,4.75,4.7,2.95
0.34,Ideal,D,VS1,60.7,57.0,961,4.55,4.51,2.75
0.5,Ideal,D,VS2,62.5,54.0,1845,5.09,5.05,3.17
0.42,Ideal,G,VVS2,61.4,54.0,962,4.81,4.9,2.98
