carat,cut,color,clarity,depth,table,price,x,y,z
0.51,Ideal,E,SI2,61.3,61.0,1128,5.13,5.15,3.15
0.51,Ideal,G,SI2,61.5,55.0,1129,5.16,5.18,3.18
0.5,Ideal,I,VS1,61.9,54.0,1130,5.12,5.16,3.18
0.56,Ideal,J,VS2,61.4,56.0,1131,5.32,5.34,3.27
0.51,Ideal,I,VS2,62.1,54.0,1131,5.12,5.16,3.19
0.53,Ideal,G,SI2,59.9,57.0,1132,5.25,5.3,3.16
0.58,Ideal,I,SI1,62.2,54.0,1132,5.35,5.39,3.34
0.55,Ideal,J,VS2,60.4,58.0,1133,5.29,5.34,3.21
0.54,Ideal,G,SI2,61.8,54.0,1133,5.23,5.25,3.24
0.54,Ideal,G,SI2,61.8,54.0,1133,5.24,5.28,3.25
0.54,Ideal,G,SI2,62.3,58.0,1133,5.17,5.2,3.23
0.6,Ideal,I,SI2,62.2,54.0,1125,5.4,5.44,3.37
0.5,Ideal,F,SI2,60.9,57.0,1094,5.15,5.1,3.12
0.53,Ideal,G,SI2,62.4,56.0,1093,5.18,5.14,3.22
0.51,Ideal,G,SI2,61.3,58.0,1091,5.15,5.19,3.17
0.5,Ideal,I,SI1,59.8,59.0,1031,5.18,5.15,3.09
0.52,Ideal,H,SI2,61.5,56.0,1035,5.17,5.21,3.19
0.5,Ideal,H,SI1,61.7,58.0,1035,5.07,5.11,3.14
0.5,Ideal,H,SI1,61.8,56.0,1035,5.1,5.12,3.16
0.55,Ideal,H,SI2,62.6,56.0,1037,5.24,5.27,3.29
0.53,Ideal,J,VS2,62.6,53.0,1038,5.21,5.24,3.27
0.54,Ideal,G,SI2,61.8,55.0,1028,5.23,5.26,3.24
0.5,Ideal,G,SI2,60.0,57.0,1038,5.17,5.2,3.11
0.52,Ideal,G,SI2,59.7,56.0,1042,5.28,5.31,3.16
0.53,Ideal,J,SI1,61.4,56.0,1042,5.2,5.23,3.2
0.53,Ideal,I,VS2,62.1,54.0,1046,5.2,5.24,3.24
0.51,Ideal,F,SI2,62.7,57.0,1046,5.08,5.1,3.19
0.51,Ideal,I,SI2,60.8,56.0,1051,5.14,5.26,3.16
0.53,Ideal,I,SI1,62.8,57.0,1052,5.15,5.2,3.25
0.53,Ideal,I,SI1,61.5,54.0,1038,5.22,5.26,3.22
0.51,Ideal,J,SI1,62.5,58.0,1023,5.11,5.13,3.2
0.51,Ideal,I,SI1,62.5,57.0,1023,5.07,5.1,3.18
0.5,Ideal,F,SI2,61.3,58.0,1020,5.1,5.12,3.13
0.53,Ideal,J,SI1,61.6,55.0,999,5.2,5.23,3.21
0.53,Ideal,H,SI2,61.5,56.0,1000,5.21,5.23,3.21
0.51,Ideal,I,SI1,61.9,54.0,1000,5.12,5.15,3.18
0.51,Ideal,I,SI1,61.7,54.0,1000,5.18,5.19,3.2
0.53,Ideal,J,SI2,62.3,58.0,1002,5.13,5.17,3.21
0.51,Ideal,J,SI1,61.5,56.0,1004,5.14,5.17,3.17
0.5,Ideal,I,SI1,61.5,54.0,1008,5.13,5.15,3.16
0.6,Ideal,I,SI2,61.8,55.0,1009,5.44,5.46,3.37
0.5,Ideal,G,SI2,61.2,56.0,1011,5.13,5.17,3.15
0.5,Ideal,F,SI2,61.6,57.0,1016,5.14,5.08,3.15
0.51,Ideal,H,SI2,62.1,55.0,1016,5.12,5.14,3.18
0.52,Ideal,I,SI1,62.0,54.0,1019,5.17,5.19,3.21
0.57,Ideal,G,I1,59.5,57.0,1019,5.46,5.42,3.24
0.53,Ideal,H,SI2,61.6,54.0,1020,5.22,5.26,3.23
0.53,Ideal,H,SI2,61.9,54.0,1020,5.21,5.23,3.23
0.5,Ideal,J,VS2,61.9,54.0,1054,5.1,5.14,3.17
0.53,Ideal,H,SI2,61.6,56.0,1054,5.16,5.19,3.19
0.52,Ideal,H,SI2,61.0,55.0,1054,5.19,5.23,3.18
0.55,Ideal,H,SI2,62.2,54.0,1057,5.28,5.3,3.29
0.5,Ideal,I,SI1,62.3,56.0,1076,5.04,5.08,3.15
0.55,Ideal,I,SI1,61.4,54.0,1076,5.3,5.35,3.27
0.53,Ideal,H,SI1,62.6,56.0,1077,5.28,5.1,3.25
0.57,Ideal,H,SI2,62.3,56.0,1077,5.31,5.28,3.3
0.53,Ideal,F,SI2,62.4,54.0,1078,5.19,5.22,3.25
0.53,Ideal,F,SI2,62.2,53.0,1078,5.19,5.22,3.24
0.5,Ideal,F,SI2,61.6,54.0,1079,5.09,5.14,3.15
0.51,Ideal,J,VS2,62.5,57.0,1080,5.04,5.08,3.16
0.5,Ideal,G,SI2,62.1,55.0,1080,5.09,5.12,3.17
0.5,Ideal,F,SI2,61.7,55.0,1080,5.13,5.15,3.17
0.51,Ideal,I,SI1,62.2,56.0,1080,5.12,5.08,3.17
0.5,Ideal,J,VS1,62.5,57.0,1082,5.06,5.09,3.17
0.55,Ideal,H,SI1,62.2,54.0,1084,5.24,5.28,3.27
0.58,Ideal,J,SI1,61.5,55.0,1089,5.36,5.4,3.31
0.52,Ideal,G,SI2,61.6,55.0,1090,5.16,5.19,3.19
0.52,Ideal,I,SI1,61.8,56.0,1075,5.15,5.18,3.19
0.51,Ideal,G,SI2,62.1,56.0,1148,5.1,5.13,3.18
0.52,Ideal,H,SI1,62.3,54.0,1074,5.15,5.18,3.22
0.5,Ideal,G,SI2,62.1,55.0,1074,5.12,5.15,3.19
0.54,Ideal,I,SI1,62.1,54.0,1057,5.24,5.26,3.26
0.54,Ideal,I,SI1,62.0,55.0,1057,5.21,5.25,3.24
0.54,Ideal,I,SI1,61.9,54.0,1057,5.25,5.28,3.26
0.52,Ideal,F,SI2,61.8,55.0,1059,5.17,5.21,3.21
0.55,Ideal,J,SI1,62.5,57.0,1059,5.24,5.22,3.27
0.51,Ideal,I,VS2,60.6,57.0,1060,5.16,5.21,3.14
0.5,Ideal,D,SI2,61.3,54.0,1063,5.11,5.03,3.11
0.63,Ideal,J,SI2,61.4,54.0,1065,5.54,5.56,3.41
0.54,Ideal,F,SI2,62.2,56.0,1065,5.21,5.24,3.25
0.54,Ideal,F,SI2,61.8,56.0,1065,5.26,5.29,3.26
0.54,Ideal,H,SI1,62.0,54.0,1065,5.23,5.28,3.26
0.52,Ideal,H,SI2,61.0,55.0,1065,5.22,5.19,3.18
0.5,Ideal,I,SI1,61.4,56.0,1066,5.13,5.16,3.16
0.51,Ideal,D,I1,62.1,56.0,1071,5.15,5.06,3.17
0.54,Ideal,H,SI2,61.6,56.0,1073,5.25,5.28,3.24
0.52,Ideal,I,SI1,61.8,55.0,1074,5.16,5.19,3.2
0.53,Ideal,I,VS2,62.3,57.0,1243,5.15,5.18,3.22
0.52,Ideal,G,SI2,61.3,56.0,1150,5.19,5.22,3.19
0.57,Ideal,H,SI2,61.5,55.0,1151,5.35,5.38,3.3
0.54,Ideal,I,VS1,61.6,54.0,1216,5.26,5.3,3.25
0.53,Ideal,J,VS1,61.4,55.2,1218,5.2,5.22,3.2
0.5,Ideal,I,VS2,61.6,54.0,1220,5.11,5.14,3.16
0.53,Ideal,F,SI2,60.9,55.0,1220,5.26,5.29,3.21
0.59,Ideal,F,SI2,59.5,57.0,1221,5.5,5.54,3.28
0.55,Ideal,E,SI2,62.0,56.0,1221,5.27,5.31,3.28
0.54,Ideal,I,VS1,61.9,54.0,1216,5.24,5.29,3.26
0.51,Ideal,H,SI1,61.6,55.0,1222,5.14,5.18,3.18
0.52,Ideal,H,SI1,61.0,56.0,1223,5.2,5.23,3.18
0.52,Ideal,F,SI1,62.2,54.0,1223,5.19,5.23,3.24
0.52,Ideal,F,SI1,62.0,53.0,1223,5.16,5.2,3.21
0.56,Ideal,J,VS2,62.0,56.0,1224,5.27,5.31,3.28
0.53,Ideal,H,SI1,62.4,59.0,1226,5.18,5.21,3.24
0.52,Ideal,F,SI2,60.9,57.0,1226,5.22,5.2,3.17
0.53,Ideal,E,SI2,60.9,57.0,1223,5.21,5.23,3.18
0.55,Ideal,I,VS2,61.3,54.0,1216,5.28,5.36,3.26
0.56,Ideal,H,SI1,61.8,55.0,1214,5.31,5.34,3.29
0.52,Ideal,H,SI1,61.5,56.0,1214,5.19,5.22,3.2
0.53,Ideal,H,SI1,61.5,54.0,1205,5.21,5.26,3.22
0.51,Ideal,E,SI2,61.0,56.0,1205,5.2,5.16,3.16
0.52,Ideal,H,SI1,61.5,56.0,1206,5.16,5.21,3.19
0.58,Ideal,F,SI2,62.6,57.0,1208,5.27,5.33,3.32
0.54,Ideal,H,SI2,61.2,56.0,1208,5.27,5.24,3.21
0.58,Ideal,F,SI2,60.9,57.0,1209,5.4,5.44,3.3
0.52,Ideal,G,SI2,62.1,56.0,1210,5.13,5.18,3.2
0.56,Ideal,F,SI2,61.9,55.0,1212,5.27,5.31,3.28
0.56,Ideal,I,SI1,61.9,57.0,1212,5.25,5.29,3.26
0.56,Ideal,I,SI1,61.8,54.0,1212,5.28,5.31,3.27
0.58,Ideal,G,SI2,62.1,54.0,1213,5.36,5.39,3.34
0.52,Ideal,I,VS2,61.9,55.0,1214,5.19,5.21,3.22
0.52,Ideal,I,VS2,61.5,56.0,1214,5.19,5.21,3.2
0.65,Ideal,J,SI1,62.1,54.0,1214,5.56,5.59,3.46
0.65,Ideal,J,SI1,61.9,54.0,1214,5.6,5.62,3.47
0.58,Ideal,J,SI1,62.1,55.0,1227,5.31,5.39,3.32
0.53,Ideal,H,SI1,62.0,54.0,1205,5.17,5.22,3.22
0.54,Ideal,H,SI1,62.5,53.0,1227,5.22,5.25,3.27
0.59,Ideal,J,SI1,61.3,57.0,1228,5.37,5.4,3.3
0.6,Ideal,H,SI2,61.9,55.0,1238,5.43,5.46,3.37
0.58,Ideal,F,SI2,62.0,57.0,1239,5.32,5.35,3.31
0.5,Ideal,D,SI2,62.5,55.0,1239,5.07,5.14,3.19
0.5,Ideal,D,SI2,62.4,56.0,1239,5.06,5.1,3.17
0.5,Ideal,D,SI2,61.6,57.0,1239,5.1,5.13,3.15
0.54,Ideal,J,VVS1,62.2,54.0,1239,5.23,5.25,3.26
0.55,Ideal,I,VS1,62.2,55.0,1238,5.26,5.29,3.28
0.54,Ideal,J,VS1,61.0,56.1,1240,5.25,5.28,3.21
0.5,Ideal,E,SI2,62.5,57.0,1240,5.07,5.04,3.16
0.54,Ideal,H,SI1,62.2,56.0,1240,5.26,5.19,3.25
0.54,Ideal,H,SI1,61.0,56.0,1240,5.28,5.24,3.21
0.54,Ideal,F,SI2,61.1,56.0,1240,5.26,5.22,3.2
0.5,Ideal,E,SI2,61.4,57.0,1240,5.14,5.09,3.14
0.55,Ideal,G,SI2,62.1,57.0,1240,5.3,5.23,3.27
0.5,Ideal,E,SI2,62.4,57.0,1240,5.07,5.03,3.15
0.52,Ideal,H,VS2,61.7,54.0,1238,5.18,5.22,3.21
0.55,Ideal,J,VVS1,62.4,54.0,1238,5.25,5.29,3.29
0.51,Ideal,G,SI1,61.7,54.0,1237,5.14,5.2,3.19
0.61,Ideal,G,SI2,59.5,57.0,1228,5.55,5.51,3.29
0.53,Ideal,E,SI2,61.2,55.0,1229,5.23,5.26,3.21
0.53,Ideal,E,SI2,60.8,57.0,1229,5.23,5.26,3.19
0.52,Ideal,E,SI2,62.9,56.0,1229,5.15,5.12,3.23
0.52,Ideal,I,VS2,61.9,58.0,1232,5.14,5.17,3.19
0.52,Ideal,E,SI2,60.9,56.0,1232,5.2,5.23,3.17
0.52,Ideal,F,SI1,61.5,57.0,1232,5.12,5.16,3.16
0.5,Ideal,F,SI1,60.1,56.0,1232,5.19,5.22,3.13
0.61,Ideal,J,VS2,59.7,59.0,1233,5.54,5.47,3.29
0.58,Ideal,E,SI2,62.7,56.0,1234,5.29,5.34,3.33
0.54,Ideal,F,SI2,60.8,56.0,1235,5.26,5.34,3.22
0.53,Ideal,I,VS2,62.0,55.0,1236,5.16,5.19,3.21
0.53,Ideal,H,SI1,62.5,56.0,1236,5.15,5.19,3.23
0.56,Ideal,I,VS2,62.1,54.0,1237,5.3,5.33,3.3
0.5,Ideal,G,SI1,61.7,57.0,1237,5.06,5.08,3.13
0.55,Ideal,G,SI2,61.8,55.0,1228,5.27,5.32,3.27
0.53,Ideal,H,SI1,62.2,54.0,1205,5.18,5.23,3.24
0.5,Ideal,F,SI2,60.9,57.0,1203,5.16,5.13,3.13
0.59,Ideal,I,SI2,62.8,57.0,1202,5.33,5.37,3.36
0.54,Ideal,E,SI2,62.1,56.0,1163,5.18,5.22,3.23
0.53,Ideal,I,VS2,62.2,56.0,1163,5.15,5.2,3.22
0.51,Ideal,H,VS2,61.6,55.0,1163,5.13,5.16,3.17
0.55,Ideal,J,VS2,62.6,57.0,1165,5.21,5.17,3.25
0.5,Ideal,J,VS2,62.0,56.0,1166,5.08,5.12,3.16
0.53,Ideal,G,SI1,62.1,53.0,1166,5.22,5.27,3.26
0.54,Ideal,F,SI2,61.2,56.0,1162,5.27,5.28,3.23
0.51,Ideal,F,SI2,60.5,55.0,1169,5.17,5.21,3.14
0.54,Ideal,I,SI1,60.0,59.0,1170,5.29,5.31,3.18
0.54,Ideal,I,SI1,62.4,55.0,1170,5.19,5.23,3.25
0.51,Ideal,E,SI2,63.0,56.0,1170,5.14,5.12,3.23
0.53,Ideal,G,SI2,61.6,55.0,1171,5.2,5.25,3.22
0.53,Ideal,I,VS2,61.9,54.0,1173,5.21,5.23,3.23
0.56,Ideal,G,SI2,61.9,54.0,1173,5.29,5.34,3.29
0.52,Ideal,G,SI2,61.5,56.0,1170,5.15,5.19,3.18
0.51,Ideal,H,SI1,61.3,57.0,1161,5.1,5.14,3.14
0.51,Ideal,H,SI1,62.1,54.0,1161,5.13,5.15,3.19
0.62,Ideal,I,SI2,62.5,55.0,1161,5.45,5.49,3.42
0.52,Ideal,G,SI2,63.0,55.0,1151,5.14,5.12,3.23
0.52,Ideal,I,VS2,62.3,54.0,1152,5.17,5.2,3.23
0.52,Ideal,I,VS2,61.8,54.0,1152,5.16,5.2,3.2
0.54,Ideal,G,SI2,60.4,59.0,1153,5.24,5.29,3.18
0.5,Ideal,G,SI1,62.1,57.0,1153,5.05,5.09,3.15
0.54,Ideal,F,SI2,61.1,56.0,1154,5.22,5.26,3.2
0.5,Ideal,E,SI2,62.5,57.0,1154,5.04,5.07,3.16
0.54,Ideal,H,SI1,62.2,56.0,1154,5.19,5.26,3.25
0.54,Ideal,H,SI1,61.0,56.0,1154,5.24,5.28,3.21
0.5,Ideal,E,SI2,61.4,57.0,1154,5.09,5.14,3.14
0.5,Ideal,H,SI1,62.2,53.0,1154,5.06,5.14,3.17
0.51,Ideal,H,SI1,59.8,57.0,1154,5.22,5.25,3.13
0.58,Ideal,I,SI2,61.3,56.0,1158,5.38,5.45,3.32
0.52,Ideal,D,SI2,61.0,56.0,1158,5.17,5.22,3.17
0.5,Ideal,H,SI1,59.2,62.0,1160,5.17,5.2,3.07
0.55,Ideal,G,SI2,62.1,56.0,1173,5.25,5.28,3.27
0.54,Ideal,F,SI2,61.0,56.0,1173,5.24,5.29,3.21
0.57,Ideal,I,SI1,62.5,55.0,1173,5.28,5.32,3.31
0.5,Ideal,G,SI1,62.2,56.0,1173,5.13,5.08,3.17
0.51,Ideal,G,SI2,62.0,56.0,1188,5.13,5.16,3.19
0.52,Ideal,F,SI2,62.1,55.0,1191,5.14,5.17,3.2
0.51,Ideal,F,SI2,60.2,55.0,1191,5.19,5.24,3.14
0.54,Ideal,G,SI2,61.4,56.0,1192,5.27,5.29,3.24
0.51,Ideal,H,SI1,59.9,56.0,1192,5.19,5.23,3.12
0.57,Ideal,G,SI2,61.6,54.0,1193,5.35,5.37,3.3
0.58,Ideal,I,SI1,61.4,55.0,1193,5.37,5.42,3.31
0.59,Ideal,F,SI2,61.7,54.0,1195,5.4,5.46,3.35
0.59,Ideal,F,SI2,61.7,54.0,1195,5.38,5.44,3.34
0.51,Ideal,H,SI1,63.0,57.0,1195,5.14,5.11,3.23
0.63,Ideal,H,SI2,61.7,55.0,1196,5.51,5.56,3.41
0.58,Ideal,J,VS2,62.8,57.0,1196,5.33,5.28,3.33
0.56,Ideal,H,SI1,61.7,56.0,1197,5.26,5.3,3.26
0.53,Ideal,H,SI1,62.3,57.0,1197,5.2,5.24,3.25
0.52,Ideal,G,SI1,61.1,55.0,1197,5.22,5.26,3.2
0.5,Ideal,J,VS2,61.6,56.0,1188,5.08,5.14,3.15
0.52,Ideal,J,VS2,61.4,57.0,1151,5.17,5.21,3.19
0.54,Ideal,G,SI1,61.7,55.0,1187,5.24,5.27,3.24
0.58,Ideal,H,SI1,61.6,57.0,1184,5.34,5.38,3.3
0.55,Ideal,F,SI2,62.4,56.0,1175,5.22,5.26,3.27
0.55,Ideal,F,SI2,62.3,57.0,1175,5.22,5.27,3.27
0.55,Ideal,F,SI2,61.2,56.0,1175,5.23,5.29,3.22
0.64,Ideal,G,SI2,62.2,53.0,1175,5.54,5.56,3.45
0.51,Ideal,G,SI1,61.5,54.0,1175,5.17,5.21,3.19
0.52,Ideal,F,SI2,61.4,56.0,1176,5.18,5.21,3.19
0.51,Ideal,E,SI2,62.7,53.0,1177,5.09,5.12,3.2
0.5,Ideal,H,SI1,62.0,56.0,1178,5.09,5.12,3.16
0.54,Ideal,H,SI1,62.1,56.0,1178,5.18,5.26,3.24
0.5,Ideal,G,SI2,60.7,56.0,1180,5.13,5.18,3.13
0.5,Ideal,E,SI2,62.8,55.0,1181,5.08,5.05,3.18
0.5,Ideal,E,SI2,63.0,57.0,1181,5.09,5.04,3.19
0.6,Ideal,I,SI2,61.9,55.0,1182,5.43,5.46,3.37
0.55,Ideal,F,SI2,61.7,55.0,1183,5.26,5.28,3.25
0.55,Ideal,F,SI2,61.4,55.0,1183,5.27,5.29,3.24
0.5,Ideal,E,SI2,61.1,58.0,1185,5.09,5.13,3.12
0.51,Ideal,G,VS1,60.2,56.0,1632,5.18,5.24,3.14
0.57,Ideal,F,SI1,62.2,55.0,1377,5.32,5.36,3.32
0.5,Ideal,F,SI1,62.7,57.0,1378,5.09,5.06,3.18
0.55,Ideal,G,VS1,60.9,56.0,1591,5.29,5.35,3.24
0.5,Ideal,E,VS1,62.7,57.0,1591,5.01,5.03,3.15
0.56,Ideal,G,SI1,62.3,53.0,1591,5.31,5.28,3.3
0.55,Ideal,I,VVS1,61.7,56.0,1593,5.24,5.29,3.25
0.55,Ideal,I,VVS1,62.7,57.0,1593,5.17,5.23,3.26
0.52,Ideal,H,VS2,61.5,55.0,1593,5.18,5.22,3.2
0.52,Ideal,F,VS2,61.7,56.0,1591,5.16,5.18,3.19
0.52,Ideal,H,VS2,60.3,57.0,1593,5.21,5.23,3.15
0.54,Ideal,E,SI1,61.5,56.0,1594,5.31,5.26,3.25
0.54,Ideal,D,SI1,62.6,55.0,1595,5.19,5.23,3.26
0.52,Ideal,G,VS2,60.8,57.0,1595,5.19,5.21,3.16
0.51,Ideal,F,VS2,62.0,56.0,1595,5.11,5.14,3.18
0.51,Ideal,G,VS1,61.3,55.7,1595,5.15,5.18,3.16
0.55,Ideal,E,VS2,62.0,55.0,1596,5.24,5.28,3.26
0.51,Ideal,F,SI1,61.1,55.0,1593,5.22,5.16,3.17
0.51,Ideal,F,VS2,61.0,55.0,1591,5.17,5.21,3.17
0.51,Ideal,F,VS2,61.9,55.0,1591,5.11,5.15,3.18
0.61,Ideal,H,VS2,62.5,54.0,1591,5.43,5.45,3.4
0.51,Ideal,E,SI1,60.9,56.0,1585,5.16,5.19,3.15
0.53,Ideal,E,SI1,61.9,55.0,1585,5.2,5.24,3.23
0.52,Ideal,G,VS2,61.2,56.0,1586,5.16,5.2,3.17
0.52,Ideal,G,VS2,61.9,55.0,1586,5.15,5.19,3.2
0.54,Ideal,I,SI1,62.3,55.0,1586,5.22,5.27,3.27
0.52,Ideal,E,SI1,61.0,55.0,1586,5.19,5.23,3.18
0.53,Ideal,D,SI1,61.2,57.0,1587,5.19,5.24,3.19
0.52,Ideal,F,VS1,62.5,57.0,1588,5.13,5.17,3.22
0.55,Ideal,G,VS2,62.2,54.0,1588,5.27,5.28,3.28
0.55,Ideal,H,VS1,61.9,55.0,1588,5.25,5.28,3.26
0.61,Ideal,F,SI2,61.9,57.0,1588,5.45,5.41,3.36
0.64,Ideal,I,VS1,60.8,54.0,1589,5.55,5.6,3.39
0.54,Ideal,E,VS2,61.8,57.0,1590,5.23,5.26,3.24
0.51,Ideal,E,VS2,61.7,53.0,1590,5.18,5.2,3.2
0.61,Ideal,H,VS2,62.0,53.0,1591,5.47,5.49,3.4
0.55,Ideal,E,VS2,60.3,57.0,1596,5.28,5.3,3.19
0.51,Ideal,G,VS2,61.0,56.0,1585,5.17,5.2,3.16
0.55,Ideal,E,VS2,59.8,57.0,1596,5.3,5.34,3.18
0.58,Ideal,D,SI1,62.0,54.0,1597,5.36,5.39,3.33
0.53,Ideal,H,VS1,61.2,56.0,1601,5.23,5.26,3.21
0.5,Ideal,F,VS1,61.4,58.0,1601,5.07,5.12,3.13
0.5,Ideal,E,VS1,62.2,57.0,1603,5.1,5.13,3.18
0.5,Ideal,E,VS1,62.3,55.0,1603,5.09,5.12,3.18
0.55,Ideal,G,VS2,61.2,56.8,1604,5.28,5.31,3.24
0.53,Ideal,H,VS2,61.7,54.0,1604,5.23,5.2,3.22
0.6,Ideal,E,SI1,61.4,57.0,1601,5.52,5.46,3.37
0.56,Ideal,I,VVS1,60.8,57.0,1605,5.31,5.34,3.24
0.54,Ideal,G,VS2,61.2,56.0,1605,5.25,5.26,3.22
0.51,Ideal,E,VS2,61.5,58.0,1605,5.12,5.15,3.16
0.55,Ideal,G,SI1,61.9,57.0,1605,5.23,5.27,3.25
0.55,Ideal,G,SI1,61.3,56.0,1605,5.26,5.31,3.24
0.55,Ideal,G,SI1,61.7,55.0,1605,5.25,5.28,3.25
0.52,Ideal,F,VS2,63.0,56.0,1605,5.16,5.1,3.23
0.54,Ideal,G,VS2,61.7,56.0,1605,5.21,5.24,3.23
0.5,Ideal,G,VS2,62.2,54.1,1601,5.07,5.12,3.17
0.5,Ideal,E,SI1,61.3,56.2,1601,5.12,5.14,3.15
0.58,Ideal,H,VS2,62.4,58.0,1600,5.3,5.34,3.32
0.55,Ideal,F,SI1,61.7,56.4,1598,5.26,5.3,3.25
0.53,Ideal,G,VS2,60.9,57.0,1598,5.25,5.26,3.2
0.52,Ideal,H,VS1,62.0,56.0,1598,5.14,5.2,3.21
0.51,Ideal,G,VS1,61.4,54.0,1599,5.15,5.18,3.17
0.51,Ideal,G,VS1,62.2,55.0,1599,5.13,5.16,3.2
0.51,Ideal,G,VS1,61.6,54.0,1599,5.16,5.19,3.19
0.52,Ideal,D,SI1,62.4,56.0,1600,5.12,5.17,3.21
0.52,Ideal,D,SI1,61.8,57.0,1600,5.14,5.19,3.19
0.52,Ideal,F,VS2,62.5,54.0,1600,5.14,5.17,3.22
0.52,Ideal,D,SI1,62.7,56.0,1600,5.14,5.17,3.23
0.52,Ideal,D,SI1,60.0,56.0,1600,5.19,5.24,3.13
0.52,Ideal,D,SI1,62.2,57.0,1600,5.13,5.16,3.2
0.52,Ideal,D,SI1,62.4,57.0,1600,5.14,5.18,3.22
0.52,Ideal,D,SI1,61.5,55.0,1600,5.19,5.22,3.2
0.52,Ideal,D,SI1,60.9,57.0,1600,5.17,5.21,3.16
0.51,Ideal,D,VS2,61.9,55.0,1597,5.15,5.19,3.2
0.56,Ideal,G,VS2,62.2,57.0,1585,5.29,5.25,3.28
0.53,Ideal,D,VS2,61.4,55.0,1585,5.21,5.24,3.21
0.55,Ideal,H,SI1,60.8,56.0,1584,5.3,5.33,3.23
0.51,Ideal,D,SI1,62.9,57.0,1574,5.12,5.09,3.21
0.51,Ideal,D,SI1,61.8,55.0,1574,5.15,5.11,3.17
0.51,Ideal,H,VVS2,61.0,57.0,1574,5.22,5.18,3.17
0.54,Ideal,G,SI1,59.6,59.0,1574,5.34,5.3,3.17
0.51,Ideal,I,VVS2,60.6,56.0,1575,5.18,5.22,3.15
0.5,Ideal,E,VS2,61.6,57.0,1575,5.09,5.13,3.15
0.52,Ideal,H,VS2,61.8,56.0,1573,5.19,5.16,3.2
0.52,Ideal,H,VS1,62.0,55.4,1575,5.16,5.21,3.21
0.52,Ideal,G,VS1,61.3,56.0,1576,5.17,5.2,3.18
0.52,Ideal,E,VS2,62.1,56.0,1576,5.17,5.2,3.22
0.52,Ideal,E,VS2,61.3,57.0,1576,5.19,5.22,3.19
0.52,Ideal,E,VS2,60.7,56.0,1576,5.2,5.24,3.17
0.52,Ideal,E,VS2,61.7,57.0,1576,5.1,5.17,3.17
0.52,Ideal,E,VS2,60.4,57.0,1576,5.17,5.22,3.14
0.52,Ideal,E,VS2,61.4,54.0,1576,5.2,5.23,3.2
0.51,Ideal,H,VS1,61.8,57.0,1573,5.11,5.14,3.16
0.57,Ideal,H,VS2,60.2,59.0,1573,5.35,5.38,3.23
0.54,Ideal,F,VS2,61.3,57.0,1572,5.28,5.25,3.23
0.51,Ideal,F,VS2,61.4,56.0,1569,5.13,5.16,3.16
0.61,Ideal,J,VS1,61.1,56.0,1569,5.44,5.49,3.33
0.5,Ideal,G,VS1,62.0,54.0,1569,5.11,5.15,3.18
0.5,Ideal,G,VS1,62.6,57.0,1569,5.05,5.08,3.17
0.58,Ideal,F,SI1,60.9,55.0,1569,5.39,5.41,3.29
0.51,Ideal,D,SI1,61.9,54.0,1569,5.14,5.2,3.19
0.52,Ideal,E,VS2,62.2,55.0,1571,5.16,5.22,3.23
0.56,Ideal,H,SI2,60.7,56.0,1571,5.34,5.37,3.25
0.55,Ideal,D,SI1,62.1,56.0,1571,5.21,5.25,3.25
0.57,Ideal,F,SI1,61.6,57.0,1571,5.37,5.34,3.3
0.57,Ideal,F,SI1,61.4,57.0,1571,5.35,5.3,3.27
0.5,Ideal,D,VS1,63.0,57.0,1571,5.06,5.0,3.17
0.54,Ideal,E,SI1,61.7,56.0,1571,5.27,5.24,3.24
0.59,Ideal,D,SI2,60.2,57.0,1572,5.47,5.42,3.28
0.59,Ideal,D,SI2,62.3,55.0,1572,5.41,5.38,3.36
0.52,Ideal,E,VS2,61.5,56.0,1576,5.18,5.2,3.19
0.53,Ideal,G,VS2,61.8,55.0,1577,5.19,5.22,3.21
0.53,Ideal,G,VS2,61.2,56.0,1577,5.19,5.22,3.19
0.53,Ideal,H,VS1,61.6,57.0,1577,5.18,5.24,3.21
0.56,Ideal,E,SI1,60.9,56.0,1580,5.32,5.35,3.25
0.56,Ideal,G,VS2,60.6,57.0,1580,5.33,5.36,3.24
0.56,Ideal,I,VVS1,62.0,56.0,1580,5.26,5.29,3.27
0.58,Ideal,I,VVS1,62.3,53.0,1580,5.38,5.4,3.36
0.54,Ideal,G,VS2,62.0,54.0,1580,5.22,5.27,3.25
0.51,Ideal,F,SI1,61.5,55.0,1580,5.13,5.18,3.17
0.51,Ideal,F,SI1,61.1,57.0,1580,5.14,5.17,3.15
0.58,Ideal,E,SI1,62.2,58.0,1580,5.3,5.38,3.32
0.6,Ideal,F,SI1,61.5,55.0,1580,5.49,5.44,3.36
0.52,Ideal,H,VVS2,61.8,57.0,1581,5.16,5.19,3.2
0.5,Ideal,F,VS2,62.0,56.0,1581,5.07,5.11,3.15
0.52,Ideal,H,VS1,62.5,58.0,1582,5.14,5.17,3.22
0.51,Ideal,F,VS2,60.6,57.0,1583,5.17,5.2,3.14
0.66,Ideal,E,SI2,62.4,56.0,1584,5.61,5.55,3.48
0.55,Ideal,H,SI1,61.4,56.0,1584,5.28,5.31,3.25
0.56,Ideal,E,SI1,62.3,56.0,1580,5.26,5.3,3.29
0.52,Ideal,D,SI1,61.8,56.0,1605,5.18,5.15,3.19
